sentence,logit,prediction,sentiment_score
"""Google's Waze laying off 5% of workers, shuttering some offices - report"",?",[0.01085039 0.96586514 0.02328455],negative,-0.95501477
"""Italy probes Apple, Google and Dropbox cloud storage services"",?",[0.0359835  0.10883709 0.8551794 ],neutral,-0.072853595
"Apple market cap falls below $2T; Fab 5 shed $900B in two days,?",[0.01456304 0.9639932  0.02144378],negative,-0.94943017
"AG Barr urges antitrust filing against Google in a few weeks - NYT,?",[0.12083375 0.6547088  0.22445747],negative,-0.53387505
"Apple on pace for biggest one-day drop in market cap in history at $150B,?",[0.0176061  0.95670485 0.0256891 ],negative,-0.9390988
"Big Tech responds to European tech taxes by passing on fees,?",[0.07643797 0.00817052 0.91539156],neutral,0.06826744
"""Google, Apple building COVID-19 notifications straight into phones this month"",?",[0.19855474 0.02589224 0.77555305],neutral,0.1726625
"Facebook threatens to pull the plug on news sharing Down Under,?",[0.01629837 0.92960244 0.0540992 ],negative,-0.9133041
"""Facebook, Google withdraw FCC request for undersea cable to Hong Kong"",?",[0.07929968 0.30022085 0.62047946],neutral,-0.22092116
"""Walmart first sought to be majority TikTok owner, with Alphabet/SoftBank - CNBC"",?",[0.06321342 0.0049561  0.93183047],neutral,0.05825732
"Antitrust case against Google centers on product tying - Bloomberg,?",[0.03785839 0.65225285 0.30988878],negative,-0.6143945
"Google not trying to buy TikTok - Pichai,?",[0.03130521 0.2007261  0.7679687 ],neutral,-0.1694209
"Alphabet's life sciences group moves into health insurance,?",[0.05295845 0.01129605 0.9357455 ],neutral,0.04166241
"""Alphabet price target, revenue forecasts raised at UBS on ad recovery"",?",[0.16440532 0.07747495 0.75811976],neutral,0.086930364
"Google Cloud investing $100M into telehealth platform Amwell,?",[0.34737238 0.01222614 0.64040154],neutral,0.33514625
"TikTok to challenge Trump executive order on transactions - Reuters,?",[0.07133346 0.8336375  0.09502904],negative,-0.762304
"""Apple, Google, Roku join as distribution partners for 'Mulan'"",?",[0.19879556 0.00701997 0.79418445],neutral,0.19177559
"Alphabet weighed taking minority stake in TikTok - Bloomberg,?",[0.08021177 0.07457929 0.845209  ],neutral,0.005632475
"Former Snap content leader joins Google to oversee Images product - report,?",[0.03445026 0.04906135 0.91648835],neutral,-0.014611088
"""News publishers jump into Apple fray, criticizing App Store terms"",?",[0.02720121 0.88281554 0.08998325],negative,-0.8556143
"DOJ antitrust unit to shake up operations for better oversight - WSJ,?",[0.05506169 0.7550717  0.1898666 ],negative,-0.70001
"""Google expands licensing for new news product with German, Brazilian partners"",?",[0.7766846  0.00867938 0.21463607],positive,0.7680052
"Netflix rebounding as analysts dig into subscriber growth,?",[0.91147107 0.05491841 0.03361052],positive,0.85655266
"Epic-Apple judge ruled for Apple in similar 2013 case,?",[0.10894119 0.6516098  0.23944901],negative,-0.5426686
"""Michael Burry's Scion takes new stake in Alphabet, exits Boeing"",?",[0.02704515 0.02675467 0.9462002 ],neutral,0.0002904795
"Internal dispute arises at DOJ over speed of Google antitrust case - WSJ,?",[0.0209846  0.91540444 0.06361096],negative,-0.89441985
"""Melvin Capital picks Google, Docusign, slashes Amazon, Netflix stake"",?",[0.03446062 0.685559   0.27998033],negative,-0.6510984
"""Google, Australia continue fight over news content payments"",?",[0.04299129 0.87617725 0.08083137],negative,-0.833186
"Google in talks to invest in India's ShareChat social firm - report,?",[0.14579992 0.01341901 0.84078103],neutral,0.13238092
"""Facebook criticizes Apple store fees, joining growing dispute"",?",[0.01897719 0.93656474 0.04445798],negative,-0.9175876
"""Epic Games sues Google after 'Fortnite' removal from Play store, and draws allies"",?",[0.01558774 0.94708174 0.03733049],negative,-0.931494
"Companies from JPMorgan to Amazon pledge to boost hiring of New York minorities,?",[0.78787076 0.02429275 0.18783647],positive,0.763578
"""Second-half Internet stocks: More of the new trends, Baird says"",?",[0.08464602 0.0204219  0.89493203],neutral,0.064224124
"Social stocks diverge after report of Microsoft's interest in all of TikTok,?",[0.0217072  0.92516    0.05313285],negative,-0.9034528
"Equinix becomes Google Cloud Premier Partner,?",[0.32919398 0.01987992 0.65092605],neutral,0.30931407
"Tech war escalates as Washington unveils 'Clean Network' program,?",[0.13492602 0.60566676 0.25940722],negative,-0.47074074
"""Facebook, Twitter, YouTube remove Trump posts over coronavirus misinformation"",?",[0.01570477 0.9223876  0.06190765],negative,-0.90668285
"""Ex-Google, Uber engineer Anthony Levandowski gets 18 months in prison"",?",[0.03742322 0.7457636  0.21681316],negative,-0.7083404
"Are all-time low rates the key to keeping megacap momentum going ,?",[0.1987025  0.05081055 0.75048697],neutral,0.14789195
"""Samsung to make chips for Cisco, Google - report"",?",[0.05476047 0.0160235  0.929216  ],neutral,0.03873697
"Google's Fitbit acquisition gets full EU probe,?",[0.68377215 0.04639091 0.269837  ],positive,0.63738126
"Google Cloud and Best Buy partner on enterprise data,?",[0.0430201  0.03239495 0.924585  ],neutral,0.01062515
"Alphabet takes advantage of low borrowing costs with $10B bond sale,?",[0.64476734 0.01179491 0.34343776],positive,0.6329724
"""Google launches Pixel 4a at $349, confirms new phones for fall"",?",[0.09103994 0.01707409 0.89188594],neutral,0.073965855
"Tech keeps climbing as more benefit from megacap mania: At the Open,?",[0.38705602 0.08723751 0.52570647],neutral,0.29981852
"""Google to invest $450M to acquire 6 6% ownership in ADT, shares +84%"",?",[0.1504607  0.00615989 0.84337944],neutral,0.14430082
"Social stocks mostly calm amid Microsoft-TikTok talk,?",[0.05233287 0.70368844 0.24397865],negative,-0.65135556
"Alphabet price targets raised despite macro cautions,?",[0.78453547 0.10414044 0.111324  ],positive,0.680395
"""Australia to force Google, Facebook to pay for news content"",?",[0.03489754 0.76899624 0.19610624],negative,-0.7340987
"""Big tech - Apple, Amazon, Facebook, Alphabet show rally was no fluke "",?",[0.10723396 0.05258196 0.8401841 ],neutral,0.054651994
"""Alphabet rises as Cloud, other revenues soften Q2 ad decline"",?",[0.4043043  0.26486057 0.33083513],positive,0.13944373
"""Alphabet EPS beats by $1 94, beats on revenue"",?",[0.14615522 0.05611313 0.7977317 ],neutral,0.0900421
"Google sets Pixel 4a announcement for Monday,?",[0.04112581 0.120428   0.8384462 ],neutral,-0.079302184
"Google-Fitbit getting full EU antitrust probe - CNBC,?",[0.06690893 0.26164028 0.6714508 ],neutral,-0.19473135
"""Amazon, Google, Apple and Facebook report earnings after the close"",?",[0.07512585 0.10323857 0.8216356 ],neutral,-0.028112717
"Alphabet Q2 2020 Earnings Preview,?",[0.07021812 0.2689283  0.66085356],neutral,-0.19871017
"Key House tech antitrust hearing under way after delay (updated),?",[0.04208205 0.20505494 0.75286305],neutral,-0.1629729
"""CEOs of Amazon, Google, Apple and Facebook testify before Congress"",?",[0.02394485 0.02664694 0.9494082 ],neutral,-0.0027020928
"""Orange, Google team up on data, AI, edge computing"",?",[0.16679202 0.01994284 0.81326514],neutral,0.14684919
"Google keeping employees at home until July 2021 - WSJ,?",[0.03536304 0.57910526 0.38553172],negative,-0.54374224
"""Ahead of testimony, Facebook, Twitter, Snapchat under fire from Presidential campaigns"",?",[0.02962731 0.72589624 0.2444765 ],negative,-0.6962689
"House's tech-antitrust hearing likely headed for delay,?",[0.02667787 0.8293273  0.14399491],negative,-0.80264944
"Internal Google effort taps data of rival Android app usage - report,?",[0.07239632 0.21042126 0.7171824 ],neutral,-0.13802494
"""Box, Google expand Cloud partnership"",?",[0.06469886 0.0209334  0.91436774],neutral,0.043765463
"Google faces call for big concessions from EU in Fitbit deal,?",[0.8694431  0.04645309 0.08410382],positive,0.82299006
"""Google Shopping's latest move against Amazon: Zero commissions, third-party platforms"",?",[0.20181733 0.11631147 0.68187124],neutral,0.085505866
"Reinvention separates megacaps from dot-com 셲 winners   JMP 셲 Lehmann,?",[0.0996723  0.46488777 0.43543997],negative,-0.36521548
"""Waymo, Fiat Chrysler ink commercial self-driving partnership"",?",[0.07649349 0.01112911 0.9123774 ],neutral,0.06536438
"Uber signs agreement with Google Maps,?",[0.8995815  0.02135055 0.07906797],positive,0.8782309
"Barr warns companies on pushing China's agenda; White House ponders travel ban,?",[0.03108195 0.86622745 0.10269057],negative,-0.8351455
"EU antitrust watchdog probing voice assistants,?",[0.03849699 0.4676234  0.4938796 ],neutral,-0.4291264
"""Twitter hack, Disney downgrade dent Communication Services"",?",[0.0182706  0.9021134  0.07961603],negative,-0.88384277
"Alphabet targets raised on earnings optimism,?",[0.57719815 0.20930372 0.21349813],positive,0.3678944
"Google next to make investment in India's Jio Platforms,?",[0.10639084 0.00720757 0.8864016 ],neutral,0.09918328
"""Google favoring YouTube results over rivals, WSJ says"",?",[0.60140866 0.19550304 0.20308836],positive,0.4059056
"Google eyes entry into India food delivery - report,?",[0.03402677 0.07830229 0.887671  ],neutral,-0.044275522
"Google in talks for $4B stake in Jio Platforms - Bloomberg,?",[0.05292223 0.01627728 0.93080056],neutral,0.036644947
"Google offers concessions in EU Fitbit review,?",[0.66227704 0.051994   0.285729  ],positive,0.610283
"""Jefferies raises targets on Facebook, rivals amid improving ad market"",?",[0.92178375 0.01408905 0.06412727],positive,0.9076947
"Megacaps rejoin the party with stocks set for broad-based rally,?",[0.366024   0.11301126 0.5209647 ],neutral,0.25301272
"Google will invest $10B in India,?",[0.10573746 0.00840372 0.8858588 ],neutral,0.09733374
"Amazon has plan to keep Zoox talent in competitive self-driving world,?",[0.61971086 0.01508346 0.36520562],positive,0.60462743
"Google's Fitbit acquisition facing EU antitrust probe - Reuters,?",[0.0659081  0.16156282 0.77252907],neutral,-0.09565471
"Tesla 'very close' to level 5 self-driving technology,?",[0.28673616 0.01874515 0.6945187 ],neutral,0.267991
"Google shelves cloud project for China - Bloomberg,?",[0.03424777 0.05693117 0.90882105],neutral,-0.022683397
"Google pauses Hong Kong data requests,?",[0.03129391 0.5794229  0.38928324],negative,-0.54812896
"""Twitter, JPMorgan, Microsoft and Google try to drop """"racial"""" terms from tech code"",?",[0.02640887 0.83250695 0.14108422],negative,-0.8060981
"Spotify +4 4% as RBC hikes price target,?",[0.43225804 0.39642265 0.1713193 ],positive,0.035835385
"Big Tech CEOs set to testify before Congress,?",[0.05418843 0.06124178 0.8845698 ],neutral,-0.0070533454
"Facebook agrees to brand-safety audit - Adweek,?",[0.7924306  0.02943946 0.17812996],positive,0.76299113
"Twitch cementing dominance with new record quarter - report,?",[0.84823215 0.06679267 0.08497518],positive,0.7814395
"""YouTube TV raises price again, with new ViacomCBS channels"",?",[0.86788756 0.02419304 0.10791936],positive,0.8436945
"Google acquires smart-glasses maker North,?",[0.1885592  0.04063287 0.7708079 ],neutral,0.14792633
"Google pushes back on flak over paying news publishers,?",[0.03957311 0.8956742  0.06475265],negative,-0.8561011
"DOJ's Apple probe focusing on App Store payment rules - Bloomberg,?",[0.03301001 0.21180977 0.7551802 ],neutral,-0.17879976
"Amazon drives into autonomous vehicle chase with Zoox acquisition,?",[0.56283224 0.0133223  0.42384547],positive,0.54950994
"""Baird lifts Facebook, Alphabet targets on ad recovery"",?",[0.23524259 0.03234118 0.7324162 ],neutral,0.20290141
"Google starts paying some news publishers,?",[0.22090644 0.13673796 0.6423556 ],neutral,0.08416848
"Google gets price target boost at Goldman,?",[0.70860386 0.07737107 0.21402499],positive,0.6312328
"Google weighs alternatives for Hong Kong undersea cable,?",[0.08633519 0.04245861 0.8712062 ],neutral,0.043876577
"Big 5 tech stocks rallying further to new highs,?",[0.883144   0.04772787 0.06912811],positive,0.83541614
"""NBCUniversal, Google sign Peacock distribution deal"",?",[0.27329022 0.02187279 0.704837  ],neutral,0.25141743
"""Microsoft closing Mixer, moving content to Facebook Gaming"",?",[0.06972461 0.01028649 0.91998893],neutral,0.059438117
"Google Cloud finance chief to become CFO at Confluent,?",[0.03334363 0.12844552 0.8382109 ],neutral,-0.09510189
"Google U S  ad revenue expected to mark first decline this year - report,?",[0.01338087 0.9695495  0.01706973],negative,-0.9561686
"""Sonos to get acquired  Apple may be lurking, Citron says"",?",[0.04999369 0.15029946 0.7997068 ],neutral,-0.100305766
"France calls U S  withdrawal from digital tax talks a 'provocation',?",[0.01606855 0.9313197  0.05261177],negative,-0.91525114
"""Google roundup: Fitbit deal, Chrome, diversity"",?",[0.15344253 0.01309955 0.8334579 ],neutral,0.14034298
"J P  Morgan shores up top picks in online ad rebound,?",[0.79300034 0.03173415 0.17526546],positive,0.7612662
"DOJ proposals against online platforms could come today - WSJ,?",[0.04804708 0.48378733 0.46816564],negative,-0.43574023
"""Google putting Meet in Gmail, bringing legacy apps to Chromebooks"",?",[0.36612502 0.01222381 0.6216512 ],neutral,0.3539012
"""House Intel panel to hear from Facebook, Google, Twitter"",?",[0.05753838 0.01707713 0.9253845 ],neutral,0.040461253
"Carrefour partners with Google to launch voice grocery shopping in France,?",[0.88597435 0.00947564 0.10454996],positive,0.8764987
"Oppenheimer weighs potential bidders for AT&amp;T's games business,?",[0.05821556 0.00911544 0.93266904],neutral,0.049100127
"DOT looks to raise self-driving awareness,?",[0.8154757  0.01093816 0.1735861 ],positive,0.80453753
"Grantham on 'fourth great stock market event' in his career,?",[0.12305027 0.0945412  0.78240854],neutral,0.028509066
"Google to expand Google Pay in overhaul - report,?",[0.72455174 0.03396463 0.2414836 ],positive,0.6905871
"""Google adds new ad policy on housing, employment, credit"",?",[0.09580658 0.01196759 0.8922258 ],neutral,0.083839
"Big Tech is getting even bigger,?",[0.301224   0.04633705 0.65243894],neutral,0.25488696
"""Higher online media targets from BofA, as trends look up"",?",[0.91768235 0.01461524 0.06770241],positive,0.9030671
"""Gundlach sees stocks falling, gold rising despite 'Superman' Powell's heavy lifting"",?",[0.10641881 0.76941925 0.12416193],negative,-0.66300046
"Apple bull suggests DuckDuckGo purchase,?",[0.05182949 0.24605657 0.7021139 ],neutral,-0.19422708
"States favoring breakup of Google ad tech - CNBC,?",[0.05780115 0.20350803 0.73869085],neutral,-0.14570689
"Zoom in talks over using Google security offering - report,?",[0.08369105 0.03687664 0.87943226],neutral,0.04681441
"Cloud stalwarts are winners in long-term work-from-home - Wedbush,?",[0.4137682  0.09862573 0.48760608],neutral,0.31514245
"""Google, UK sign memo of understanding on cloud services"",?",[0.7282151  0.02046018 0.25132477],positive,0.7077549
"U S  launches probe into foreign digital taxes,?",[0.0515044  0.5764237  0.37207183],negative,-0.5249193
"Google faces $5B lawsuit over 'private' internet use,?",[0.01941841 0.92456317 0.05601847],negative,-0.90514475
"Google delays the Android 11 Beta announcement amid U S  protests,?",[0.01387081 0.9509769  0.03515229],negative,-0.9371061
"Google pulls offers to thousands of contract workers - NYT,?",[0.12092681 0.78998303 0.08909017],negative,-0.66905624
"Trump signs executive order targeting social media,?",[0.0540915  0.6037708  0.34213772],negative,-0.5496793
"Google reportedly exploring stake in Vodafone Idea,?",[0.05719836 0.01374732 0.9290543 ],neutral,0.043451034
"Trump order to enable punishment for social media - WP,?",[0.07460953 0.02951082 0.89587957],neutral,0.04509871
"Google hit with consumer fraud lawsuit by Arizona,?",[0.01709829 0.9365687  0.04633298],negative,-0.91947037
"Trump to sign executive order on social media tomorrow - WH,?",[0.2342078  0.13775817 0.62803406],neutral,0.09644963
"Google faces antitrust case in India over payments app - Reuters,?",[0.02113586 0.9304888  0.04837539],negative,-0.90935296
"President threatens social media companies,?",[0.02376155 0.84593177 0.13030675],negative,-0.8221702
"Google releases plan to return to the office,?",[0.04968784 0.02327984 0.92703235],neutral,0.026407994
"Tech giants could be under review for online bias,?",[0.03953495 0.7732122  0.18725288],negative,-0.73367727
"Alphabet executive pay plan opposed by ISS - Reuters,?",[0.02514941 0.83034503 0.14450556],negative,-0.8051956
"""'Caution costing us trillions', Eminence Capital CEO says in call for herd immunity"",?",[0.23644875 0.16142733 0.6021239 ],neutral,0.075021416
"Amazon launches food delivery in India,?",[0.10483614 0.0168859  0.8782779 ],neutral,0.08795024
"Big tech has a big problem in D C ,?",[0.02225886 0.8997789  0.07796221],negative,-0.87752
"Amazon makes its move into big-budget gaming,?",[0.18814535 0.02475477 0.78709984],neutral,0.16339058
"Google Cloud inks Defense Dept  deal - Axios,?",[0.0415303 0.2547394 0.7037303],neutral,-0.2132091
"Visa employees granted WFH status through year end,?",[0.11004139 0.02839917 0.86155945],neutral,0.08164222
"YouTube launches new TV-based ad program,?",[0.24288496 0.02979536 0.7273197 ],neutral,0.2130896
"""Trump tweet raises threat for Google, Twitter, Facebook"",?",[0.05486057 0.66836035 0.27677915],negative,-0.61349976
"""Alphabet -2 1% on report DOJ, state AGs plan antitrust suits"",?",[0.11494072 0.71230865 0.17275067],negative,-0.59736794
"""Baupost moves: Adds Alphabet, Facebook; exits Bristol Myers Squibb"",?",[0.04522666 0.2528735  0.70189977],neutral,-0.20764685
"Only an hour to delete criminal content in France,?",[0.03221299 0.7744175  0.19336952],negative,-0.74220455
"""Despite spending slowdown, Nomura sees cloud computing boost in pandemic"",?",[0.8646534  0.04800994 0.08733662],positive,0.8166435
"""Vodacom, Loon team up on Mozambique Net access"",?",[0.45084444 0.02016769 0.5289879 ],neutral,0.43067676
"Waymo's external fundraising round grows to $3B,?",[0.8820754  0.01112039 0.10680416],positive,0.87095505
"'Forever' work from home a reality now at Twitter,?",[0.0791384  0.12519506 0.7956665 ],neutral,-0.046056658
"'No doubt' economy is 'divorced' from stock and bond markets - Social Capital CEO,?",[0.0375266  0.64249665 0.31997675],negative,-0.60497004
"Eric Schmidt no longer advisor at Alphabet,?",[0.02677553 0.1142312  0.8589933 ],neutral,-0.08745567
"Google says most employees will work from home until 2021,?",[0.03195243 0.18736953 0.78067803],neutral,-0.1554171
"Alphabet pulls plug on 'smart city' concept,?",[0.15922335 0.0453134  0.79546326],neutral,0.113909945
"Google preparing new streaming stick - reports,?",[0.03195507 0.08128034 0.8867645 ],neutral,-0.04932526
"""ViacomCBS, YouTube reach expanded distribution deal"",?",[0.7414447  0.01602238 0.24253292],positive,0.7254223
"Facebook appoints first members of oversight board,?",[0.02735529 0.02537252 0.94727224],neutral,0.0019827634
"Fitbit -0 7% as pandemic hits Q1 sales,?",[0.17176896 0.7661002  0.06213083],negative,-0.59433126
"Splunk +3 5% on strategic Google Cloud partnership,?",[0.8242866  0.06238347 0.11332992],positive,0.7619031
"Google engineers eyed Zoom purchase in 2018 - report,?",[0.13746056 0.03514095 0.82739854],neutral,0.10231961
"There ain't no ad recession in Menlo - Barclays,?",[0.1196079  0.30422965 0.5761624 ],neutral,-0.18462175
"""Google ramps up Video conference wars, making Meet free"",?",[0.51739657 0.01947086 0.4631326 ],positive,0.4979257
"Alphabet rises after strong Q1 revenue beat,?",[0.6979071  0.260514   0.04157894],positive,0.4373931
"""Alphabet EPS misses by $0 89, beats on revenue"",?",[0.21007673 0.16030905 0.62961423],neutral,0.049767688
"Travel-ad slashing set to land on Google's Q1 - RBC,?",[0.0514406  0.65107226 0.29748708],negative,-0.59963167
"Google adding five EA games to Stadia service,?",[0.12058527 0.01535104 0.8640636 ],neutral,0.105234236
"Alphabet Q1 2020 Earnings Preview,?",[0.0698889 0.2631123 0.6669988],neutral,-0.19322342
"Google in talks to acquire cloud firm D2iQ - Axios,?",[0.03998436 0.02767595 0.93233967],neutral,0.012308406
"Standoff over COVID-19 contact tracing,?",[0.01674677 0.9490594  0.03419384],negative,-0.93231267
"Google slashing marketing by up to half - CNBC,?",[0.01299202 0.955002   0.03200592],negative,-0.94201
"Social media marks banner day as Snap jumps 28% post-earnings,?",[0.78775    0.11735059 0.09489939],positive,0.6703994
"Social media gets lift from Snap's earnings surprise,?",[0.8776282  0.02917634 0.09319547],positive,0.84845185
"Alphabet out of pursuit for big Bay Area real estate - report,?",[0.11722949 0.25436258 0.6284079 ],neutral,-0.13713309
"Uber won't pay former engineer's Waymo bill,?",[0.02696069 0.86384696 0.10919233],negative,-0.8368863
"""Google, Facebook must pay for news content Down Under"",?",[0.04832384 0.34939635 0.6022798 ],neutral,-0.3010725
"Facebook launching Gaming app early - NYT,?",[0.0564826  0.09769161 0.84582585],neutral,-0.041209012
"Uber staying clear of $180M judgment in trade secret dispute,?",[0.40565902 0.3773349  0.21700616],positive,0.028324127
"Cloud customers can't make a deal with Amazon - report,?",[0.03615455 0.720165   0.2436804 ],negative,-0.68401045
"Mizuho backs off Alphabet target on ad weakness,?",[0.01770899 0.9580739  0.02421698],negative,-0.94036496
"""Google Meet adds Zoom-like look, Gmail link"",?",[0.06955883 0.01829799 0.91214323],neutral,0.051260844
"'Cataclysmic' landscape - IAC's Diller on CNBC talks plunge in ad spending,?",[0.02085024 0.9452744  0.03387538],negative,-0.9244242
"Alphabet slowing hiring for rest of year - memo,?",[0.02241595 0.9627379  0.01484607],negative,-0.940322
"""Ad slump isn't sparing Google, Facebook - NYT"",?",[0.03037569 0.8845838  0.08504049],negative,-0.8542081
"Zoom use tossed at Standard Chartered,?",[0.02805362 0.05603346 0.91591287],neutral,-0.027979838
"Google develops chip for Pixels - Axios,?",[0.03552634 0.04054508 0.92392856],neutral,-0.0050187446
"""Apps collecting data to help stop virus spread could invade privacy, expert says"",?",[0.0296301  0.744676   0.22569399],negative,-0.71504587
"Supercomputers fired up in COVID-19 fight,?",[0.17141064 0.06480831 0.7637811 ],neutral,0.106602326
"""U S  now has the world's deadliest outbreak, Apple/Google have a plan - coronavirus update"",?",[0.04932009 0.3730459  0.57763404],neutral,-0.3237258
"""Google, New York team on unemployment portal"",?",[0.04402285 0.42993185 0.5260453 ],neutral,-0.385909
"""Loop cuts Facebook target, boosts Alphabet's on ad concerns"",?",[0.5914383  0.21378827 0.19477342],positive,0.37765002
"Google ordered to pay French publishers,?",[0.02054682 0.908444   0.07100917],negative,-0.8878972
"FCC approves Google's use of U S -Asia cable,?",[0.5906736  0.04105478 0.36827162],positive,0.54961884
"G Suite has 6M paying businesses,?",[0.02773272 0.02452896 0.9477383 ],neutral,0.0032037646
"It's ugly in advertising - Barron's,?",[0.04600761 0.6144407  0.33955175],negative,-0.56843305
"Alphabet target trimmed on ad exposure,?",[0.1643072  0.23684543 0.5988474 ],neutral,-0.07253823
"Google offers location data for coronavirus lockdowns,?",[0.02702164 0.04494281 0.92803556],neutral,-0.017921172
"YouTube preparing TikTok rival feature - report,?",[0.04261174 0.21258129 0.744807  ],neutral,-0.16996954
"Lyft hires senior Waymo engineer,?",[0.0660795  0.5034848  0.43043572],negative,-0.4374053
"Morgan Stanley cuts internet name PTs on weaker ad spend,?",[0.02221338 0.95737284 0.02041382],negative,-0.93515944
"Alphabet upgraded on recovery positioning,?",[0.7660726  0.10201611 0.13191125],positive,0.6640565
"Alphabet ramps up coronavirus testing via Verily,?",[0.20241407 0.01394561 0.7836403 ],neutral,0.18846846
"Alphabet target cut on weaker ad environment,?",[0.06848171 0.8379625  0.09355585],negative,-0.7694808
"YouTube now reducing quality on worldwide videos,?",[0.0189955  0.94893485 0.0320696 ],negative,-0.9299393
"EU asks tech platforms for help with pandemic rogue traders,?",[0.44159243 0.19145872 0.36694887],positive,0.2501337
"Tepper isn't yet at 'balls to wall' moment,?",[0.10712816 0.12745504 0.76541674],neutral,-0.020326883
"YouTube cuts Europe stream quality to ease network pressure (updated),?",[0.05903477 0.9121919  0.02877324],negative,-0.85315716
"Jefferies names potential tech winners amid outbreak,?",[0.15186535 0.05307722 0.7950574 ],neutral,0.09878813
"""Engineer at heart of Uber, Waymo spat pleads guilty"",?",[0.05600578 0.43101385 0.5129804 ],neutral,-0.37500808
"Europe urges streamers to limit service amid network pressure,?",[0.02012374 0.91748834 0.06238787],negative,-0.8973646
"Harnessing location data to combat coronavirus,?",[0.17789853 0.00982125 0.81228024],neutral,0.16807728
"""Google Fiber shuts retail, sales calls"",?",[0.0222305  0.80244374 0.17532578],negative,-0.78021324
"Big Tech unites on coronavirus response,?",[0.19995125 0.07094702 0.72910166],neutral,0.12900423
"Google's coronavirus website goes live,?",[0.04422868 0.22860259 0.7271687 ],neutral,-0.1843739
"""After Trump speech, Google clarifies COVID-19 test efforts"",?",[0.06661284 0.01669154 0.9166956 ],neutral,0.049921297
