sentence,logit,prediction,sentiment_score
"FDA OKs new indication for Merck HPV vaccine,?",[0.3240751 0.0527436 0.6231813],neutral,0.2713315
"Three key studies of COVID-19 vaccines to launch in summer,?",[0.05768608 0.00805446 0.9342594 ],neutral,0.049631618
"Merck's Keytruda flunks first-line bladder cancer study,?",[0.03814101 0.12796167 0.83389735],neutral,-0.08982065
"China in thick of race for COVID-19 vaccine,?",[0.3256775  0.15042606 0.52389646],neutral,0.17525145
"FDA OKs Merck combo antibiotic for bacterial pneumonia,?",[0.16469109 0.05187543 0.7834335 ],neutral,0.11281566
"White House picks five COVID vaccine candidates for Warp Speed initiative,?",[0.09721453 0.01676734 0.88601816],neutral,0.0804472
"European advisory group backs new indications of five meds,?",[0.7491294  0.02139301 0.2294776 ],positive,0.7277364
"Keytruda/Lenvima combo shows benefit liver and kidney cancers,?",[0.11186775 0.07545313 0.8126791 ],neutral,0.036414616
"All eyes on ASCO,?",[0.03375925 0.19488904 0.7713517 ],neutral,-0.16112979
"Merck declares $0 61 dividend,?",[0.05620442 0.74999493 0.19380066],negative,-0.6937905
"COVID-19 vaccine timeframe 'very aggressive' - Merck CEO,?",[0.21916066 0.01911322 0.76172614],neutral,0.20004745
"Merck jumps into COVID-19 arena with three initiatives,?",[0.72319835 0.01104074 0.26576093],positive,0.7121576
"Vaxcyte files for IPO,?",[0.03710129 0.16984397 0.79305476],neutral,-0.13274269
"Surface Oncology teams up with Merck in cancer study; shares up 35%,?",[0.8532449  0.01101006 0.13574496],positive,0.84223485
"FDA OKs Lynparza for certain prostate cancer patients,?",[0.12689525 0.03842553 0.83467925],neutral,0.08846972
"Merck names new CFO and CIO for Organon spinoff,?",[0.02925751 0.03148935 0.93925315],neutral,-0.0022318326
"Teleflex up 5% on positive UroLift data,?",[0.9230185  0.05104728 0.02593422],positive,0.87197125
"FDA OKs Myriad test as companion diagnostic for Lynparza in ovarian cancer,?",[0.20412038 0.02082659 0.775053  ],neutral,0.18329379
"FDA OKs new use of AstraZeneca and Merck's Lynparza,?",[0.13403727 0.15646502 0.7094977 ],neutral,-0.022427753
"Genprex up 39% premarket on Oncoprex IP deal,?",[0.889896   0.07670341 0.03340066],positive,0.81319255
"FDA OKs six-week dosing of Merck's Keytruda,?",[0.12570898 0.52297723 0.3513138 ],negative,-0.39726824
"Merck Keytruda sales up 45%; guidance lowered due to COVID-19 impact,?",[0.6493291  0.3299215  0.02074938],positive,0.3194076
"""Merck EPS beats by $0 16, beats on revenue"",?",[0.25728986 0.07963219 0.6630779 ],neutral,0.17765766
"Merck Q1 2020 Earnings Preview,?",[0.06798553 0.2404061  0.69160837],neutral,-0.17242056
"Merck teams up with ISB to investigate mechanisms of COVID-19 infection,?",[0.22050332 0.01676969 0.762727  ],neutral,0.20373362
"Heartburn meds for COVID-19  NY is trying it,?",[0.05914801 0.03250115 0.9083508 ],neutral,0.02664686
"AstraZeneca's Lynparza extends survival in certain prostate cancer patients,?",[0.9253407  0.02270821 0.05195105],positive,0.9026325
"FDA OKs Agilent companion test to Merck's Keytruda,?",[0.14907199 0.03261316 0.81831485],neutral,0.11645883
"Merck refiles U S  application for six-week dosing for Keytruda,?",[0.7209903  0.0821733  0.19683643],positive,0.638817
"Merck expands $0 co-pay program amid pandemic disruptions,?",[0.85548407 0.06541672 0.07909923],positive,0.7900673
"Merck launches Herceptin biosimilar in U S ,?",[0.05918752 0.04923128 0.8915812 ],neutral,0.009956241
"FDA OKs AstraZeneca and Merck's selumetinib for rare nervous system disorder,?",[0.03070643 0.89359504 0.07569858],negative,-0.86288863
"""Big names open cash spigot to fight COVID-19, many others active"",?",[0.20478435 0.05156773 0.74364793],neutral,0.15321662
"Rexahn bails on cancer candidate RX-5902 in triple negative breast cancer,?",[0.38957164 0.10787011 0.50255823],neutral,0.28170153
"FDA OKs generic version of Merck bronchospasm med,?",[0.10921282 0.04871968 0.84206754],neutral,0.060493138
"FDA accepts Merck application for expanded use of Keytruda,?",[0.40317297 0.05015332 0.54667366],neutral,0.35301965
"""Cowen bullish on Amarin, sees potential $20/share"",?",[0.41476977 0.12750842 0.45772186],neutral,0.28726137
"Merck's Keytruda shows positive effect in highly mutating colorectal cancer,?",[0.7797018  0.02477123 0.19552688],positive,0.7549306
"Merck's vericiguat shows positive effect in large-scale CV outcomes study,?",[0.9280105  0.0250867  0.04690286],positive,0.9029238
"Merck donates 300K masks to support COVID-19 response in New Jersey,?",[0.74989176 0.03371592 0.21639226],positive,0.71617585
"FDA backs telemedicine for vets,?",[0.26284575 0.08609635 0.65105796],neutral,0.17674941
"ANI Pharma files U S  application for competitor to Mallinckrodt's Acthar Gel,?",[0.12189359 0.02608228 0.85202414],neutral,0.095811315
"Merck donates 500K masks to support Covid-19 response in NYC,?",[0.7388665  0.0308376  0.23029588],positive,0.7080289
"Merck's gafapixant successful in late-stage cough studies,?",[0.427517   0.03193706 0.54054594],neutral,0.39557993
"UK cost watchdog thumbs down on Merck's Keytruda for bladder cancer,?",[0.02211655 0.9394226  0.03846078],negative,-0.91730607
"""When the going gets tough, the tough go shopping"",?",[0.07613832 0.27974913 0.6441126 ],neutral,-0.20361081
"Merck extends research term of first program with Sutro,?",[0.6055904  0.01775466 0.37665495],positive,0.5878357
"AstraZeneca's Lynparza doublet therapy flunks ovarian cancer study,?",[0.04226634 0.6877445  0.26998916],negative,-0.6454781
"FDA adds boxed warning to Merck's asthma med Singulair,?",[0.25249526 0.16015773 0.58734703],neutral,0.092337534
"Merck's Keytruda tops Seattle Genetics' Adcetris in late-stage lymphoma study,?",[0.09024853 0.07980163 0.8299498 ],neutral,0.010446891
"Dems attack Trump over stalled efforts to lower drug prices,?",[0.01620423 0.9509424  0.03285347],negative,-0.93473816
"Seattle Genetics' PADCEV nabs accelerated review for first-line bladder cancer,?",[0.09965253 0.03744002 0.86290747],neutral,0.06221251
"FDA rejects six-week dosing for Merck's Keytruda,?",[0.02505767 0.91652244 0.05841995],negative,-0.89146477
"Merck Ebola vaccine OK'd in four African countries,?",[0.0652947  0.24741161 0.6872937 ],neutral,-0.18211691
"Merck's Keytruda meets PFS endpoint in TNBC study,?",[0.09141315 0.01913486 0.8894519 ],neutral,0.07227829
"Merck passes on KalVista DME candidate,?",[0.16938673 0.04725295 0.78336036],neutral,0.122133784
"Bristol-Myers Squibb and Merck going opposite ways with PD-1 inhibitors,?",[0.0936502 0.2001029 0.7062469],neutral,-0.106452696
"""Merck slips 1% on Q4 results, spinout planned"",?",[0.01194579 0.9701342  0.01791988],negative,-0.9581884
"Merck to sharpen focus on key growth drivers via spinout of non-core units,?",[0.8151102  0.01964378 0.16524597],positive,0.7954664
"""Merck EPS beats by $0 01, misses on revenue"",?",[0.1352496 0.5340921 0.3306583],negative,-0.3988425
"Merck Q4 2019 Earnings Preview,?",[0.0572838  0.26362535 0.67909086],neutral,-0.20634155
"FDA accepts Merck application for expanded use of Recarbrio,?",[0.37913296 0.04567776 0.57518923],neutral,0.3334552
"Merck withdraws Keytruda application in Europe for esophageal cancer,?",[0.02606564 0.9083887  0.06554568],negative,-0.882323
"Merck declares $0 61 dividend,?",[0.05620442 0.74999493 0.19380067],negative,-0.6937905
"FDA OKs expanded use for Merck's Dificid,?",[0.7709678  0.03114333 0.19788887],positive,0.7398245
"Keytruda combo OK'd in Canada for first-line kidney cancer,?",[0.06293228 0.46487707 0.47219062],neutral,-0.4019448
"Leap's DKN-01 shows positive effect in esophagogastric cancer,?",[0.8336441  0.03192585 0.13443005],positive,0.80171824
"Merck expands licensing agreement with Theramex for oral contraceptive,?",[0.9035382  0.02318713 0.07327468],positive,0.8803511
"Merck sues Teva to block entry of generic Dificid,?",[0.01944729 0.93538046 0.0451722 ],negative,-0.9159332
"AstraZeneca's Lynparza nabs accelerated review in U S  for prostate cancer,?",[0.104748   0.09885862 0.79639333],neutral,0.005889371
"BerGenBio's bemcentinib shows positive action in mid-stage lung cancer study,?",[0.71252173 0.02911523 0.25836313],positive,0.6834065
"Drugmakers getting creative over ways to pay for pricey meds,?",[0.26921806 0.0777887  0.65299326],neutral,0.19142936
"California mulling private-label generics to address high drug costs,?",[0.38789636 0.04048318 0.57162046],neutral,0.34741318
"FDA OKs Merck's Keytruda for treatment-resistant bladder cancer,?",[0.24019367 0.05268138 0.70712495],neutral,0.18751228
"Merck's Keytruda shows mixed results in late-stage lung cancer study,?",[0.02132473 0.9141654  0.06450991],negative,-0.8928406
"Merck teams up with Taiho Pharma and Astex Pharma in cancer,?",[0.16419107 0.01309676 0.8227121 ],neutral,0.1510943
"End-of-year drug approvals in U S  associated with more adverse events - study,?",[0.12943196 0.23464456 0.6359235 ],neutral,-0.1052126
"""Apple, Microsoft top Dow 2019 standings; Walgreens wobbles to the bottom"",?",[0.03133077 0.8605796  0.10808964],negative,-0.82924885
"Drugmakers to hike U S  prices of over 200 meds,?",[0.4761878  0.29905367 0.22475852],positive,0.17713413
"Myriad up 6% premarket on FDA nod for test as Lynparza companion diagnostic,?",[0.84478086 0.11113977 0.04407939],positive,0.7336411
"FDA OK's Lynparza as maintenance treatment of BRCA-mutated pancreatic cancer,?",[0.07033368 0.03952166 0.8901446 ],neutral,0.030812025
"New indications for Merck's Keytruda OK'd in Japan,?",[0.30581737 0.01646386 0.6777188 ],neutral,0.28935352
"FDA OKs Merck Ebola vaccine,?",[0.10544816 0.25674295 0.6378089 ],neutral,-0.1512948
"White House releases plan allowing drug imports from Canada,?",[0.3705067  0.03044211 0.59905124],neutral,0.3400646
"Merck adds to aquaculture portfolio with Vaki purchase,?",[0.21524711 0.00813047 0.7766224 ],neutral,0.20711663
"FDA advisory committee backs Merck's Keytruda for NMIBC,?",[0.26908514 0.18515588 0.54575896],neutral,0.083929256
"Merck begins tender offer to acquire Arqule,?",[0.294185   0.01584306 0.6899719 ],neutral,0.27834195
"Key events this week - healthcare,?",[0.0487745  0.06027637 0.8909492 ],neutral,-0.0115018785
"OncoSec Medical down 13% despite positive TOVA data in TNBC,?",[0.01071854 0.9779348  0.01134672],negative,-0.96721625
"European advisory group backs Merck's combo anti-infective,?",[0.58527094 0.22708015 0.18764892],positive,0.35819077
"""House passes drug pricing bill, Senate unlikely to support"",?",[0.33575028 0.14121519 0.5230345 ],neutral,0.19453509
"Merck's Keytruda extends survival in first-line lung cancer,?",[0.49412635 0.02833709 0.47753653],positive,0.46578926
"KalVista's KVD001 flunks mid-stage DME study; shares down 20% premarket,?",[0.00908874 0.9768485  0.01406283],negative,-0.9677597
"ArQule up 101% premarket on Merck bid,?",[0.85796183 0.1018316  0.04020651],positive,0.7561302
"Algernon Pharma up 29% on encouraging ifenprodil data,?",[0.86430657 0.10554649 0.03014692],positive,0.7587601
"AstraZeneca's Lynparza OK'd in China for 1st-line maintenance of ovarian cancer,?",[0.09701457 0.05856766 0.84441775],neutral,0.03844691
"Seattle Genetics &amp; Astellas team up with Merck in first-line urothelial cancer,?",[0.5874478 0.0120432 0.400509 ],positive,0.57540464
"Merck's Keytruda nabs accelerated review in U S  for bladder cancer,?",[0.05519229 0.06306623 0.88174146],neutral,-0.007873941
"Merck's Keytruda lands another approval in China,?",[0.7799759  0.06415821 0.15586583],positive,0.7158177
"Launch of new generic drugs in U S  still lags - WSJ,?",[0.08999056 0.54090893 0.3691005 ],negative,-0.45091838
"Merck's Keytruda OK'd in Europe for first-line HNSCC,?",[0.0849579  0.05221415 0.8628279 ],neutral,0.03274375
"Merck declares $0 61 dividend,?",[0.05620442 0.74999493 0.19380066],negative,-0.6937905
"FDA accepts Bioepis' application for Avastin biosimilar,?",[0.46773538 0.03672331 0.49554133],neutral,0.43101206
"Ontario and Quebec on board with Merck HIV meds,?",[0.08838544 0.09088285 0.82073164],neutral,-0.0024974048
"Merck and Bayer's vericiguat successful in late-stage heart failure study,?",[0.69033015 0.03904433 0.2706255 ],positive,0.6512858
"FDA's OK's Merck's topical med for cats,?",[0.05803215 0.01119566 0.9307721 ],neutral,0.046836488
"FDA accepts selumetinib marketing application for NF1,?",[0.12579185 0.12810214 0.74610597],neutral,-0.002310291
"Merck Ebola vaccine OK'd in Europe,?",[0.06156261 0.29385614 0.6445812 ],neutral,-0.23229353
"BioLineRx down 7% on BL-8040 data,?",[0.00949901 0.9744981  0.01600292],negative,-0.9649991
"Boston nonprofit playing big role in drug pricing,?",[0.06044889 0.00998659 0.92956454],neutral,0.050462306
"Merck strikes out in bid to reverse adverse ruling in Hep C patent fight with Gilead,?",[0.4330123  0.47721216 0.0897755 ],negative,-0.044199854
"""Drug shortages reflect """"broken market"""" - FDA"",?",[0.03655954 0.74596983 0.21747068],negative,-0.7094103
"Merck up 3% premarket on Q3 beat,?",[0.83892035 0.12145744 0.03962224],positive,0.7174629
"""Merck EPS beats by $0 27, beats on revenue"",?",[0.2500114  0.06945346 0.68053514],neutral,0.18055795
"Merck Q3 2019 Earnings Preview,?",[0.05277926 0.22102825 0.7261925 ],neutral,-0.16824898
"Merck down 4% on Bristol-Myers' lung cancer data,?",[0.01036141 0.9704996  0.01913905],negative,-0.96013814
"Merck to cut 500 commercial jobs next quarter,?",[0.01190544 0.9697687  0.01832584],negative,-0.9578633
"European advisory group backs new regimens of Merck's Keytruda,?",[0.5246912  0.04834402 0.42696473],positive,0.4763472
"European advisory group backs Merck Ebola vaccine,?",[0.1190877  0.10110367 0.7798087 ],neutral,0.017984025
"Pelosi drug bill passes first House committee,?",[0.1061075  0.06412653 0.829766  ],neutral,0.041980974
"Pelosi drug bill would save $345B - CBO,?",[0.5330992  0.10223491 0.36466596],positive,0.43086427
"FDA OKs Hisamitsu Pharma's asenapine patch for schizophrenia,?",[0.13546827 0.45580274 0.408729  ],negative,-0.32033446
"Congo to use J&amp;J Ebola vaccine to counter current outbreak,?",[0.32169133 0.02622395 0.6520847 ],neutral,0.29546738
"""Keytruda on path to become world's no  1 selling drug, research firm says"",?",[0.86173546 0.02003918 0.11822534],positive,0.84169626
"Merck 셲 Keytruda approved as monotherapy in China for patients with NSCLC,?",[0.04991926 0.19568625 0.7543945 ],neutral,-0.14576699
"FDA accepts Merck's two applications for Dificid,?",[0.75708735 0.05154712 0.19136545],positive,0.70554024
"""AstraZeneca, Merck's Lynparza meets primary goal in late-stage study"",?",[0.16305654 0.00981838 0.8271251 ],neutral,0.15323816
"Merck's Recarbrio successful in late-stage RESTORE-IMI 2 study,?",[0.56393504 0.02140024 0.4146648 ],positive,0.5425348
"Sell-siders weight in on ESMO data presentations,?",[0.07174364 0.52151406 0.40674227],negative,-0.44977042
"I-Mab Bio collaborates with MSD to evaluate TJC4 in combination with KEYTRUDA,?",[0.3499334  0.00989776 0.64016885],neutral,0.34003562
"Congo to deploy J&amp;J's Ebola vaccine,?",[0.09616691 0.06714915 0.8366839 ],neutral,0.029017754
"Drug makers up after McConnell thumbs down on Pelosi price pricing plan,?",[0.1654755  0.7373854  0.09713921],negative,-0.5719099
"FDA OKs expanded use for Merck HIV meds,?",[0.74661    0.02708678 0.22630323],positive,0.7195232
"""Keytruda/Lenvima combo simultaneously OK'd in U S , Australia and Canada"",?",[0.32599533 0.05422759 0.619777  ],neutral,0.27176774
"FDA accepts Merck application for Ebola vaccine,?",[0.4194026  0.08766384 0.4929336 ],neutral,0.33173877
"EC OKs Keytruda/Inlyta combo for first-line kidney cancer,?",[0.05204011 0.08256549 0.8653944 ],neutral,-0.030525375
"Boehringer and Merck settle swine vaccine patent dispute,?",[0.06519707 0.82824224 0.10656069],negative,-0.7630452
"FDA warns on rare liver injury with HCV meds,?",[0.06135828 0.6778155  0.26082617],negative,-0.6164572
"Mitsubishi Tanabe launches late-stage study in U S  for continuous Parkinson's therapy,?",[0.19885163 0.03294569 0.76820266],neutral,0.16590594
"HHS pledges $23M for Merck's Ebola vaccine,?",[0.33665425 0.01300353 0.6503422 ],neutral,0.32365072
"Ra Pharma earns milestone from Merck on start of early-stage study,?",[0.9217029  0.02934458 0.0489525 ],positive,0.89235836
"FDA OKs Roche's cancer med entrectinib,?",[0.06638918 0.2515995  0.6820113 ],neutral,-0.18521032
"AstraZeneca and Merck's Lynparza shows positive effect in late-stage ovarian cancer study,?",[0.78770673 0.04432873 0.16796453],positive,0.743378
"AstraZeneca and Merck's Lynparza shows treatment benefit in late-stage prostate cancer study,?",[0.29328743 0.02157048 0.68514204],neutral,0.27171695
"FDA OKs new use for Merck's Keytruda,?",[0.20216706 0.03523793 0.762595  ],neutral,0.16692913
"Trump readies plan to allow drug imports from Canada,?",[0.23189083 0.02099379 0.7471153 ],neutral,0.21089704
"Merck up 3% premarket on Q2 beat,?",[0.84074634 0.11872934 0.04052428],positive,0.722017
"""Merck EPS beats by $0 14, beats on revenue"",?",[0.2576572  0.09556246 0.6467803 ],neutral,0.16209474
"Merck Q2 2019 Earnings Preview,?",[0.05541131 0.2302006  0.71438813],neutral,-0.1747893
"European advisory group backs expanded label for Merck's Zerbaxa,?",[0.7155474  0.02422911 0.26022354],positive,0.6913183
"European advisory group backs Merck's Keytruda + Pfizer's Inlyta in first-line kidney cancer,?",[0.2484341  0.05962532 0.69194055],neutral,0.18880878
"Merck's Keytruda shows positive effect in late-stage TNBC study; shares up 1% premarket,?",[0.94264156 0.03141272 0.02594573],positive,0.91122884
"Drug pricing bill passes Senate committee,?",[0.09736327 0.0569513  0.8456854 ],neutral,0.040411968
"Merck's islatravir shows positive action in mid-stage HIV study,?",[0.7998946  0.02741064 0.17269482],positive,0.77248394
"FDA OKs Merck's Humira biosimilar,?",[0.08642121 0.35875615 0.5548226 ],neutral,-0.27233493
"Merck declares $0 55 dividend,?",[0.05124653 0.7506905  0.19806294],negative,-0.699444
"Keytruda + Lenvima Breakthrough Therapy for first-line liver cancer,?",[0.08455542 0.02010241 0.89534223],neutral,0.064453006
"Intec Pharma's Accordion Pill flunks late-stage Parkinson's study; shares down 78% premarket,?",[0.00921905 0.9751589  0.01562207],negative,-0.9659398
"Ebola outbreak declared global health emergency,?",[0.02267757 0.89132786 0.08599456],negative,-0.8686503
"Aussie regulator conditionally OKs expanded uses for Merck's Keytruda,?",[0.64323354 0.03734661 0.3194198 ],positive,0.60588694
"FDA OKs Merck's triplet antibiotic,?",[0.19075918 0.10650935 0.70273143],neutral,0.08424983
"AbbVie enters STING field with Mavupharma buy,?",[0.06672461 0.06590395 0.8673715 ],neutral,0.0008206591
"Big Biopharma in the red as investors wait for Trump's drug price plan,?",[0.12227999 0.30262405 0.57509595],neutral,-0.18034406
"FDA accepts supplemental BLAs from Merck to update dosing frequency for Keytruda,?",[0.15034215 0.0421031  0.8075547 ],neutral,0.10823905
