sentence,logit,prediction,sentiment_score
"TikTok rejects Microsoft bid for U S  operations,?",[0.02753629 0.8980959  0.07436781],negative,-0.87055963
"""TikTok presses toward U S  deal as hurdles mount, deadline nears - Bloomberg"",?",[0.4349235  0.12722565 0.43785083],neutral,0.30769783
"China prefers TikTok shutdown to forced sale - Reuters,?",[0.08984601 0.22362548 0.6865285 ],neutral,-0.13377947
"Apple loosens App Store rules on game streaming rivals (slightly),?",[0.04921665 0.8996112  0.05117216],negative,-0.85039455
"""Russia, China and Iran are targeting U S  elections, says Microsoft"",?",[0.03732788 0.30637902 0.6562931 ],neutral,-0.26905113
"There will be no extension of TikTok deadline - Trump,?",[0.05028867 0.06638385 0.8833275 ],neutral,-0.016095176
"""Microsoft Teams, NFL deepen gameday partnership"",?",[0.3442622  0.02104796 0.63468987],neutral,0.32321426
"CFRA examines pandemic's boon for unified communication/collaboration names,?",[0.11383016 0.01062639 0.8755434 ],neutral,0.103203766
"""TikTok, U S  in talks over ways to avoid sale"",?",[0.08144176 0.0989717  0.8195865 ],neutral,-0.017529942
"""Microsoft releasing $499 Xbox Series X, $299 Series S on November 10"",?",[0.03639679 0.02612833 0.9374749 ],neutral,0.0102684535
"Microsoft working on mid-range Surface laptop - report,?",[0.03199956 0.07189409 0.8961063 ],neutral,-0.03989453
"""Nutanix, Microsoft partner on hybrid cloud software stack"",?",[0.07467789 0.00853269 0.9167895 ],neutral,0.0661452
"Microsoft confirms $299 Xbox Series S; no PlayStation 5 news this week,?",[0.05948952 0.4379568  0.5025537 ],neutral,-0.3784673
"Tech enters correction territory: At the Open,?",[0.05820103 0.30924258 0.6325564 ],neutral,-0.25104156
"Weekly Wrap: Microsoft hit harder than Apple by the tech shakeout,?",[0.03232784 0.93007195 0.03760026],negative,-0.8977441
"Microsoft in the spotlight with JEDI called a paradigm changer,?",[0.20873225 0.07300311 0.7182646 ],neutral,0.13572913
"Microsoft CFO sells $17 5M in stock,?",[0.04104559 0.09825476 0.86069965],neutral,-0.057209164
"Microsoft reaffirmed as Pentagon's JEDI cloud contract winner (update),?",[0.84987    0.03430577 0.11582413],positive,0.8155643
"Apple market cap falls below $2T; Fab 5 shed $900B in two days,?",[0.01456304 0.9639932  0.02144377],negative,-0.94943017
"Apple on pace for biggest one-day drop in market cap in history at $150B,?",[0.0176061  0.95670485 0.02568909],negative,-0.9390988
"SoftBank said to be considering bid for TikTok in India - report,?",[0.08007816 0.01905773 0.9008641 ],neutral,0.061020434
"TikTok buyers explore four options to revive buyout talks - Reuters,?",[0.43551683 0.01957331 0.54490983],neutral,0.41594353
"TikTok deal tangles on whether algorithms can be sold - WSJ,?",[0.04134978 0.14729501 0.81135523],neutral,-0.10594523
"AT&amp;T looking to keep Warner Bros  videogaming unit - Bloomberg,?",[0.07660799 0.0169849  0.90640706],neutral,0.059623092
"""Baupost clients' skepticism of famed value fund grows, new findings show"",?",[0.29614192 0.11426228 0.58959585],neutral,0.18187964
"""ByteDance will follow new China export laws, denies Triller talks"",?",[0.15196902 0.04251373 0.8055172 ],neutral,0.10945529
"""China tightens tech export rules, complicating TikTok talks"",?",[0.11975264 0.78615564 0.09409177],negative,-0.666403
"""Centricus, Triller propose new TikTok purchase"",?",[0.0593429  0.01312986 0.9275272 ],neutral,0.046213035
"""Walmart first sought to be majority TikTok owner, with Alphabet/SoftBank - CNBC"",?",[0.06321342 0.0049561  0.93183047],neutral,0.05825732
"Walmart teams with Microsoft on TikTok bid - CNBC (updated),?",[0.54835993 0.11135843 0.34028167],positive,0.4370015
"Oracle submitting $20B cash/stock deal for TikTok - report,?",[0.1585419  0.03652783 0.80493027],neutral,0.122014076
"""TikTok sale likely in coming days, in $20B-$30B range - CNBC"",?",[0.09232866 0.01763307 0.89003825],neutral,0.07469559
"Mayer's TikTok exit comes after exclusion from deal talks; sale may be imminent - CNBC (updated),?",[0.04508595 0.277377   0.6775371 ],neutral,-0.23229106
"TikTok CEO Kevin Mayer is out after just a few months - CNBC,?",[0.03760657 0.17909758 0.7832958 ],neutral,-0.14149101
"FAANG (S)  A surging Salesforce makes its case for tech titan inclusion,?",[0.61935997 0.05643936 0.3242007 ],positive,0.56292063
"Google not trying to buy TikTok - Pichai,?",[0.03130521 0.2007261  0.7679687 ],neutral,-0.1694209
"SoftBank eyeing way into TikTok deal - report,?",[0.10382576 0.05855053 0.8376237 ],neutral,0.045275237
"New Nintendo Switch coming in 2021 sources say,?",[0.13546838 0.03481485 0.8297168 ],neutral,0.10065353
"""One-third of Americans use TikTok, according to the company"",?",[0.03311225 0.05375768 0.91313004],neutral,-0.020645436
"""Apple can block 'Fortnite' from App Store (for now), but not Unreal Engine - judge"",?",[0.0436734  0.5697379  0.38658863],negative,-0.5260645
"""General Atlantic, Sequoia driving Oracle's TikTok bid - WSJ"",?",[0.03236865 0.08653034 0.88110095],neutral,-0.05416169
"Microsoft tells court Apple-Epic fight could hurt its games,?",[0.01400261 0.95816135 0.02783611],negative,-0.94415873
"ByteDance investors seek to bid for TikTok assets - Reuters,?",[0.06599122 0.01965649 0.9143523 ],neutral,0.04633473
"TikTok to challenge Trump executive order on transactions - Reuters,?",[0.07133345 0.83363754 0.09502903],negative,-0.76230407
"Microsoft building on JEDI win with push for foreign cloud deals - CNBC,?",[0.88362545 0.0445109  0.07186368],positive,0.83911455
"Alphabet weighed taking minority stake in TikTok - Bloomberg,?",[0.0802118  0.07457931 0.8452089 ],neutral,0.00563249
"""TikTok pledges continued U S  operations, ban or no ban"",?",[0.4105543  0.01261447 0.5768312 ],neutral,0.39793983
"Apple tops $2 trillion in market cap,?",[0.39326787 0.10663832 0.50009376],neutral,0.28662956
"""Oracle in talks to acquire TikTok business, challenging Microsoft - FT"",?",[0.34760243 0.045141   0.60725653],neutral,0.30246142
"""Whale Rock adds Square, NXP Semiconductors; sheds Intel, Walt Disney"",?",[0.17435075 0.01863641 0.80701286],neutral,0.15571435
"Google in talks to invest in India's ShareChat social firm - report,?",[0.14579989 0.01341901 0.84078115],neutral,0.13238087
"""Coatue buys Boeing, adds Disney, cuts Tesla, exits Snap"",?",[0.06891377 0.41389364 0.51719254],neutral,-0.34497988
"""Duquesne adds JPMorgan, exits Abbott, cuts Alphabet"",?",[0.02599968 0.86192405 0.11207619],negative,-0.8359244
"Trump orders ByteDance to sell U S  part of TikTok in 90 days,?",[0.24626988 0.05622638 0.69750375],neutral,0.1900435
"""July videogame sales pick up again, growing 32% from last year"",?",[0.952476   0.01711656 0.03040742],positive,0.9353595
"""Facebook, Snap held talks to buy TikTok rival Dubsmash - report"",?",[0.08757661 0.01790883 0.89451456],neutral,0.06966778
"Microsoft's Surface Duo phone launching on Sept  10,?",[0.05610688 0.00880422 0.93508893],neutral,0.047302667
"What's in the TikTok ban  Take a look,?",[0.03818088 0.06004181 0.90177727],neutral,-0.021860924
"Xbox Series X coming in November; 'Halo Infinite' delayed,?",[0.03261086 0.67961484 0.28777426],negative,-0.647004
"Companies from JPMorgan to Amazon pledge to boost hiring of New York minorities,?",[0.7878707  0.02429276 0.18783651],positive,0.76357794
"""Second-half Internet stocks: More of the new trends, Baird says"",?",[0.084646   0.02042189 0.89493203],neutral,0.06422411
"""Shell Asset adds Microsoft, cuts Apple, exits Anglogold Ashanti"",?",[0.03212337 0.8125272  0.15534943],negative,-0.7804038
"Videogame spending hits Q2 record as growth rolls on,?",[0.5647975  0.20360143 0.23160106],positive,0.3611961
"TikTok unlikely to reach deal with Microsoft - SCMP,?",[0.24501875 0.12300321 0.6319781 ],neutral,0.12201554
"Twitter's held early talks about combination with TikTok - WSJ,?",[0.09598925 0.00576976 0.898241  ],neutral,0.0902195
"TikTok to sue Trump administration over executive order ban - NPR,?",[0.01676059 0.9332376  0.05000182],negative,-0.916477
"Microsoft looks to leverage cloud dominance in console war with Sony,?",[0.76540303 0.02765676 0.20694022],positive,0.7377463
"""Trump signs orders targeting TikTok, WeChat; Tencent drops in Hong Kong"",?",[0.23594752 0.39747432 0.3665782 ],negative,-0.1615268
"Snap pares losses as top TikTok personality looks more to Snapchat,?",[0.08680385 0.8001269  0.11306921],negative,-0.71332306
"Microsoft aiming to buy all of TikTok - FT,?",[0.04957465 0.00763577 0.9427896 ],neutral,0.04193888
"""Microsoft, TikTok valuation talks could hit $30B - CNBC"",?",[0.1817022 0.0423906 0.7759073],neutral,0.1393116
"Are all-time low rates the key to keeping megacap momentum going ,?",[0.1987025  0.05081055 0.75048697],neutral,0.14789195
"Microsoft's Project xCloud game streaming service launches next month,?",[0.06719081 0.01734616 0.915463  ],neutral,0.049844652
"Apple expressing interest in TikTok - Axios,?",[0.08710545 0.01901115 0.89388347],neutral,0.06809429
"Covid trends: Cloud surge and retail bankruptcies,?",[0.03375728 0.63316315 0.33307952],negative,-0.5994059
"Chinese state media slam U S  over TikTok moves,?",[0.02533428 0.908477   0.06618867],negative,-0.8831427
"M&amp;A ignites dormant tech giant and ETFs from the QQQs to the ESG ETF 'SUSL',?",[0.08210885 0.07774445 0.8401467 ],neutral,0.0043643937
"Microsoft and Apple take Nasdaq to another all-time high,?",[0.7118216  0.10072357 0.18745477],positive,0.61109805
"TikTok 'out of business' in 45 days if no deal; Treasury needs to get paid - Trump,?",[0.0198166  0.92051095 0.05967241],negative,-0.9006944
"""Politicians, bulls weigh in on Microsoft's TikTok bid"",?",[0.06015322 0.35820678 0.58164   ],neutral,-0.29805356
"Tech keeps climbing as more benefit from megacap mania: At the Open,?",[0.38705602 0.08723751 0.52570647],neutral,0.29981852
"""Microsoft confirms effort to buy TikTok as Nadella, Trump discuss deal"",?",[0.33699298 0.0145143  0.6484927 ],neutral,0.32247868
"Microsoft/TikTok deal on hold after presidential opposition - WSJ,?",[0.02734143 0.8494767  0.12318192],negative,-0.82213527
"""Apple, Amazon, Microsoft, Google and Facebook confound index skeptics, as their earnings beats drive the S&amp;P 500 to even greater concentration"",?",[0.17087835 0.5019193  0.3272023 ],negative,-0.33104098
"TikTok rescue by Microsoft could make sense - Wedbush,?",[0.14126842 0.14559147 0.71314013],neutral,-0.0043230504
"""Trump says he'll ban TikTok from U S , doesn't favor U S  company buy-in"",?",[0.04700482 0.66298634 0.29000884],negative,-0.6159815
"""Microsoft roundup: Potential $1B cloud deal, remote work deadline extended"",?",[0.05603592 0.5747956  0.3691685 ],negative,-0.51875967
"Social stocks mostly calm amid Microsoft-TikTok talk,?",[0.05233287 0.70368844 0.2439786 ],negative,-0.65135556
"Trump to order TikTok divestment; Microsoft in mix to buy - reports,?",[0.04687557 0.7124739  0.2406505 ],negative,-0.6655984
"Amazon follows Microsoft in cloud deceleration,?",[0.06572666 0.18843077 0.7458426 ],neutral,-0.12270411
"""Amazon, Microsoft receiving $10B Pentagon contract decision in August"",?",[0.2393724  0.09273528 0.6678923 ],neutral,0.14663711
"""Mastercard, Microsoft collab on digital commerce innovation"",?",[0.03470265 0.03892143 0.9263759 ],neutral,-0.0042187795
"""Amazon, Microsoft cloud revenue threatened by tightened budgets"",?",[0.01738432 0.9433115  0.03930416],negative,-0.9259272
"Microsoft bringing virtual fans to NBA games,?",[0.03627013 0.02202462 0.9417053 ],neutral,0.0142455045
"""Verizon Business, Microsoft Azure team up on IoT solutions"",?",[0.19665557 0.0148203  0.7885241 ],neutral,0.18183526
"Microsoft reveals exclusive Xbox Series X titles,?",[0.03529764 0.0493691  0.9153332 ],neutral,-0.014071468
"MSCI chooses Microsoft's Azure,?",[0.04463054 0.03653863 0.9188309 ],neutral,0.008091904
"Microsoft guides FQ1 downside for Productivity and Business,?",[0.03346277 0.8461561  0.12038109],negative,-0.81269336
"Microsoft drops despite FQ4 beats driven by pandemic tailwinds,?",[0.01282004 0.9660885  0.02109154],negative,-0.9532684
"""Microsoft EPS beats by $0 09, beats on revenue"",?",[0.26768094 0.05847186 0.6738472 ],neutral,0.20920908
"Reinvention separates megacaps from dot-com 셲 winners   JMP 셲 Lehmann,?",[0.0996723  0.46488777 0.43543997],negative,-0.36521548
"Slack discussing Microsoft with U S  antitrust officials,?",[0.04934371 0.49870104 0.4519553 ],negative,-0.44935733
"Slack files EU antitrust complaint against Microsoft,?",[0.02842482 0.81680423 0.15477096],negative,-0.78837943
"Microsoft Q4 2020 Earnings Preview,?",[0.05167863 0.24340606 0.70491534],neutral,-0.19172743
"Microsoft's LinkedIn cuts about 6% of workforce,?",[0.01318069 0.96706676 0.01975257],negative,-0.9538861
"Market momentum has left some high growth names behind,?",[0.28000075 0.11723629 0.602763  ],neutral,0.16276446
"Microsoft targets raised ahead of earnings,?",[0.4612665  0.10940566 0.42932788],positive,0.35186082
"""June videogame sales slow, but still grow 26% over 2019"",?",[0.12447512 0.7967435  0.07878142],negative,-0.6722684
"Microsoft trims jobs across business,?",[0.01506722 0.96237695 0.02255583],negative,-0.94730973
"""Take-Two enters new deal with Microsoft covering Xbox One, Series X"",?",[0.80478954 0.01413747 0.18107295],positive,0.7906521
"""Microsoft discontinues Xbox One X, digital One S"",?",[0.04755962 0.14495899 0.8074814 ],neutral,-0.09739937
"""Microsoft targets raised on 'strong' checks, long-term growth"",?",[0.7128441  0.02370122 0.26345474],positive,0.6891428
"Microsoft takes minority stake in Google's edtech rival,?",[0.07145343 0.07807455 0.85047203],neutral,-0.0066211224
"""Microsoft, Citrix partner on flexible workspace solutions"",?",[0.33687943 0.01156383 0.65155673],neutral,0.3253156
"Unified comms trending up in latest Baird channel survey,?",[0.74612635 0.04754578 0.20632796],positive,0.69858056
"Microsoft spinning out Xiaoice chatbot,?",[0.03828722 0.41136274 0.55035   ],neutral,-0.37307552
"""Microsoft, Samsung partner to digitally transform building maintenance"",?",[0.36407784 0.01173265 0.62418956],neutral,0.35234517
"Megacaps rejoin the party with stocks set for broad-based rally,?",[0.36602402 0.11301125 0.52096474],neutral,0.25301278
"""These 2020 double-digit tech gainers may have ~20% to go, Wedbush says"",?",[0.19055107 0.02567017 0.7837787 ],neutral,0.1648809
"Microsoft price target raised on Azure growth,?",[0.27970934 0.28673923 0.43355143],neutral,-0.007029891
"""Strong gaming demand to drive 10% upside for some semis, Bank of America says"",?",[0.9046275  0.02435342 0.07101908],positive,0.88027406
"""Microsoft Teams getting 'together mode,' capacity increase"",?",[0.8962647  0.0104335  0.09330174],positive,0.8858312
"Microsoft seizes domains related to customer cyberattacks,?",[0.01460888 0.9223591  0.06303195],negative,-0.90775025
"Microsoft top exec leaves to head Magic Leap,?",[0.08216515 0.29675648 0.62107843],neutral,-0.21459132
"Microsoft eyes Warner Bros  game unit purchase - The Information,?",[0.02853207 0.01956353 0.9519044 ],neutral,0.008968538
"""Twitter, JPMorgan, Microsoft and Google try to drop """"racial"""" terms from tech code"",?",[0.02640887 0.83250695 0.14108422],negative,-0.8060981
"Microsoft's EU data probe sparks warning,?",[0.02553639 0.8934578  0.08100585],negative,-0.86792135
"Twitch cementing dominance with new record quarter - report,?",[0.84823215 0.06679267 0.08497518],positive,0.7814395
"Microsoft pauses global Facebook ads - Axios,?",[0.03483967 0.58127093 0.38388944],negative,-0.54643124
"Several more advertisers pull social media ad spending,?",[0.01509336 0.9406372  0.04426947],negative,-0.9255438
"Microsoft permanently closing physical stores,?",[0.0144872  0.9069739  0.07853889],negative,-0.8924867
"Microsoft's billion-dollar Army program faces spending cut,?",[0.03925748 0.92614007 0.03460246],negative,-0.8868826
"""Microsoft, Hitachi team on digital transformations"",?",[0.06923261 0.01410067 0.91666675],neutral,0.05513193
"UBS reviews names to watch in 'consumerization of healthcare',?",[0.03985329 0.03861342 0.9215333 ],neutral,0.0012398697
"Big 5 tech stocks rallying further to new highs,?",[0.883144   0.04772787 0.06912811],positive,0.83541614
"""Microsoft adds $150M to diversity, inclusion investment"",?",[0.8482521  0.01136397 0.14038385],positive,0.83688813
"""Microsoft closing Mixer, moving content to Facebook Gaming"",?",[0.06972461 0.01028649 0.91998893],neutral,0.059438117
"Microsoft buys CyberX for Azure IoT security,?",[0.17781474 0.01951029 0.802675  ],neutral,0.15830445
"Microsoft calls for App Store antitrust investigations,?",[0.02563755 0.7733925  0.2009699 ],negative,-0.74775493
"Microsoft buys industry data model provider,?",[0.08335329 0.0226648  0.89398193],neutral,0.06068849
"Microsoft declares $0 51 dividend,?",[0.04448022 0.77470416 0.1808156 ],negative,-0.73022395
"Microsoft tried to sell facial recognition to DEA - ACLU,?",[0.02991181 0.08425377 0.88583446],neutral,-0.05434195
"Microsoft stores to remain close till further notice,?",[0.02951562 0.39710334 0.573381  ],neutral,-0.36758772
"""Google putting Meet in Gmail, bringing legacy apps to Chromebooks"",?",[0.36612502 0.01222381 0.6216512 ],neutral,0.3539012
"Microsoft irons out pandemic-related capacity issues,?",[0.05976506 0.7381806  0.20205438],negative,-0.67841554
"Cadence collaborates with TSMC and Microsoft,?",[0.02647082 0.01678449 0.9567447 ],neutral,0.009686334
"""Microsoft, SAS announce extensive tech partnership"",?",[0.78689605 0.01481112 0.19829284],positive,0.77208495
"May videogame sales jump 52% as lockdown rally rolls on,?",[0.91928583 0.03242294 0.04829127],positive,0.8868629
"Trump retweets call for Microsoft contract ban,?",[0.0204124  0.91186506 0.06772243],negative,-0.89145267
"Microsoft won't sell facial recognition to police,?",[0.03069733 0.62625504 0.34304762],negative,-0.5955577
"Big Tech is getting even bigger,?",[0.30122396 0.04633706 0.652439  ],neutral,0.2548869
"""Gundlach sees stocks falling, gold rising despite 'Superman' Powell's heavy lifting"",?",[0.10641881 0.76941925 0.12416193],negative,-0.66300046
"Wedbush's names to benefit from tech's rebound rampage,?",[0.8226159  0.01484753 0.16253655],positive,0.8077684
"Druckenmiller 'humbled' by market rally,?",[0.7870814  0.08860211 0.12431653],positive,0.6984793
"Cloud stalwarts are winners in long-term work-from-home - Wedbush,?",[0.41376823 0.09862571 0.48760608],neutral,0.3151425
"Wells Fargo sees big upside in Microsoft,?",[0.46575022 0.06270884 0.47154096],neutral,0.40304136
"Microsoft replacing human editors with AI,?",[0.04463943 0.3687225  0.58663803],neutral,-0.32408306
"Baird boosts targets for hot cloud firms,?",[0.8980447  0.02011416 0.08184104],positive,0.8779305
"'Almost thrown in the towel' -- Novogratz on fighting the tape,?",[0.08330799 0.411561   0.50513095],neutral,-0.32825303
"Microsoft in talks to buy ~$2B stake in Jio Platforms - Mint,?",[0.08808845 0.01790389 0.8940077 ],neutral,0.07018456
"Videogame sales surge to April record amid lockdowns,?",[0.880112   0.07379202 0.04609597],positive,0.80631995
"Microsoft's Azure Quantum attracts new customers,?",[0.47572935 0.01819604 0.5060746 ],neutral,0.4575333
"Microsoft confirms Softomotive acquisition,?",[0.105646   0.07311393 0.8212401 ],neutral,0.032532066
"Microsoft unveils healthcare-specific cloud tools,?",[0.03775394 0.02429146 0.9379546 ],neutral,0.013462476
"""FedEx, Microsoft to collaborate on commerce"",?",[0.20878293 0.01592242 0.7752946 ],neutral,0.19286051
"""Appaloosa Management buys Twitter, exits Caesars, cuts Facebook"",?",[0.01443384 0.9424357  0.04313053],negative,-0.9280018
"Videogame spending logs record quarter,?",[0.05199791 0.6018344  0.34616765],negative,-0.5498365
"""Microsoft, UnitedHealth launch coronavirus screening app"",?",[0.04029802 0.02848524 0.9312167 ],neutral,0.011812778
"Microsoft acquires Metaswitch Networks,?",[0.07876743 0.01503673 0.9061959 ],neutral,0.063730694
"""Despite spending slowdown, Nomura sees cloud computing boost in pandemic"",?",[0.8646534  0.04800994 0.0873366 ],positive,0.8166435
"Microsoft investing $1 5B in Italy,?",[0.09405383 0.04127824 0.86466795],neutral,0.052775595
"Newest 'Madden' game headed to Xbox Series X,?",[0.12881078 0.01149672 0.8596925 ],neutral,0.117314056
"Microsoft opening first New Zealand data center,?",[0.06720226 0.04197366 0.8908241 ],neutral,0.025228597
"Microsoft announces release date for AirPods competitor,?",[0.0372785  0.07491609 0.8878054 ],neutral,-0.037637584
"Microsoft nears $165M cybersecurity acquisition - Globes,?",[0.21623303 0.02289126 0.7608757 ],neutral,0.19334178
"Xbox chief says recession could impact demand - Bloomberg,?",[0.0168487  0.9300166  0.05313466],negative,-0.9131679
"Microsoft is investing $1B in Poland,?",[0.13181916 0.02375873 0.8444221 ],neutral,0.108060434
"Microsoft confirms dual-screen Windows 10X delay,?",[0.03131673 0.8966433  0.07204003],negative,-0.8653265
"Microsoft eyes Softomotive acquisition - Bloomberg,?",[0.04245365 0.05904669 0.8984996 ],neutral,-0.016593035
"Microsoft offers note exchange,?",[0.03223066 0.04586631 0.9219031 ],neutral,-0.01363565
"Microsoft sets May 7 demo of games on new Xbox,?",[0.03680732 0.06545505 0.8977377 ],neutral,-0.028647725
"Analysts expect Microsoft to 'grind higher' after earnings,?",[0.8593683  0.08928449 0.05134711],positive,0.77008384
"""Microsoft details coronavirus impact, guides in-line Q4"",?",[0.03399247 0.1057551  0.86025244],neutral,-0.07176264
"""""""Minimal"""" COVID-19 impact - Microsoft gains after FQ3 beats"",?",[0.9003102  0.06058348 0.03910638],positive,0.83972675
"""Microsoft EPS beats by $0 13, beats on revenue"",?",[0.23385037 0.08022143 0.68592817],neutral,0.15362895
"What to watch in Microsoft's Q3 report,?",[0.03184031 0.01881916 0.94934046],neutral,0.013021149
"""Google ramps up Video conference wars, making Meet free"",?",[0.51739657 0.01947085 0.4631326 ],positive,0.49792573
"Microsoft Q3 2020 Earnings Preview,?",[0.04798231 0.20695668 0.745061  ],neutral,-0.15897438
"""Of FAANG (+MSFT) earnings, Amazon and Microsoft to lead, Wedbush says"",?",[0.27468488 0.01371819 0.71159697],neutral,0.2609667
"""Microsoft, Coca-Cola sign multiyear deal"",?",[0.69309616 0.02617072 0.28073308],positive,0.66692543
"Videogame sales log best March in 12 years,?",[0.21208565 0.6251684  0.16274594],negative,-0.41308272
"Microsoft hires GE Healthcare vet,?",[0.04890839 0.10540236 0.84568924],neutral,-0.05649397
"""Robinhood names top 10 stocks in March, as platform saw surging volumes"",?",[0.38547328 0.07399921 0.5405275 ],neutral,0.31147408
"Facebook launching Gaming app early - NYT,?",[0.0564826  0.09769161 0.84582585],neutral,-0.041209012
"Meet Microsoft's newly launched 'plasmabot',?",[0.2779935  0.04112838 0.68087816],neutral,0.23686512
"Stocks to love into earnings season,?",[0.23840494 0.37901327 0.38258174],neutral,-0.14060833
"Cloud customers can't make a deal with Amazon - report,?",[0.03615455 0.720165   0.2436804 ],negative,-0.68401045
"""Microsoft, NBA sign cloud and tablet deal"",?",[0.43268728 0.01983927 0.54747343],neutral,0.41284803
"Amazon pauses French warehouses; DOD finds JEDI fair,?",[0.04163346 0.71378434 0.24458215],negative,-0.67215085
"""Microsoft Teams has 20% adoption rate, says Slack CEO"",?",[0.536649   0.03202762 0.4313234 ],positive,0.5046214
"Supercomputers fired up in COVID-19 fight,?",[0.17141064 0.06480831 0.7637811 ],neutral,0.106602326
"""Microsoft Teams use surged 1,000% during March"",?",[0.8825431  0.03109123 0.08636577],positive,0.8514519
"""Microsoft delays Windows 10X, Surface Neo"",?",[0.03110854 0.8287639  0.1401276 ],negative,-0.79765534
"LinkedIn makes 'no layoffs' pledge,?",[0.0902013  0.38872224 0.5210765 ],neutral,-0.29852095
"Microsoft pauses recruitment for certain roles,?",[0.0417415  0.52584285 0.43241566],negative,-0.48410136
"BlackRock and Microsoft start partnership to host Aladdin,?",[0.5283956  0.02022438 0.45137995],positive,0.5081712
"Microsoft hires former Apple VP for hardware efforts,?",[0.04942413 0.33644226 0.6141336 ],neutral,-0.28701812
"NYC schools abandon Zoom for Teams,?",[0.04117124 0.6066577  0.35217106],negative,-0.56548643
"""CIOs expect lower PC, higher security spending - Instinet"",?",[0.53460485 0.14006634 0.32532883],positive,0.39453852
"""Slack adds Microsoft Teams, Zoom integrations"",?",[0.2461709 0.0270357 0.7267934],neutral,0.2191352
"First state to adopt facial recognition rules,?",[0.2528544  0.01926295 0.72788256],neutral,0.23359145
"Microsoft bucks DJIA plunge in first quarter,?",[0.12495411 0.78437775 0.09066818],negative,-0.65942365
"Zoom's active users up 151% this month,?",[0.939023   0.02697255 0.03400445],positive,0.9120505
"""Monitor, laptop sales grow with remote work shift"",?",[0.729114   0.02447033 0.24641566],positive,0.70464367
"Microsoft launches new consumer 365 package; Skype grows 70%,?",[0.880055   0.01363312 0.10631186],positive,0.8664219
"Microsoft sees 775% surge in cloud demand (update),?",[0.90133524 0.01816585 0.08049893],positive,0.8831694
"Microsoft takes step away from facial recognition,?",[0.12520039 0.04088932 0.8339103 ],neutral,0.08431107
