date,title,
2017-09-01,Microsoft Confirms Xbox One Will Get Keyboard and Mouse Support,
2017-09-01,"EY teams with Microsoft, Maersk to use blockchain for marine insurance",
2017-09-01,"Microsoft and Facebook just laid a 160-terabits-per-second cable 4,100 miles across the Atlantic",
2017-09-01,Microsoft and Adobe announce an expanded partnership around Adobe Sign and Microsoft Teams,
2017-09-01,"Microsoft, Adobe advance partnership with new cross-cloud productivity integrations",
2017-09-01,Windows 10 next year: Microsoft shows off new look Start Menu starring Fluent Design,
2017-09-01,"Azure Confidential Computing will keep data secret, even from Microsoft",
2017-09-01,Is Microsoft about to start developing music making software?,
2017-09-01,Leaked Surface Mini images provide a closer look at Microsoft?™s canceled tablet,
2017-09-01,How Microsoft's technological and social impacts have changed the world,
2017-09-01,Activist investor Morfit leaving Microsoft's board,
2017-09-01,Microsoft updating OneDrive with better web UI and sharing options,
2017-09-01,America's immigration policy is an advantage says Microsoft CEO - Business Insider,
2017-09-01,Anaconda Teams With Microsoft In Machine Learning Push,
2017-09-01,How Satya Nadella helped Microsoft get its groove back,
2017-09-01,How Microsoft's approach to 'Windows Core OS' differs from Google's and Apple's,
2017-09-01,4 steps to drive Microsoft Office 365 adoption in your organization,
2017-09-01,Microsoft shows how corporate cash piles blur lines with Wall St,
2017-10-01,Microsoft Windows 10 breaches Dutch privacy law,
2017-10-01,Windows 10 Fall Creators Update: the 10 best new features,
2017-10-01,Microsoft to implement new anti-cheat tech in its Windows 10 ...,
2017-10-01,Microsoft finally admits Windows Phone is dead,
2017-10-01,Microsoft's Joe Belfiore says Windows 10 Mobile features and hardware are no longer a focus,
2017-10-01,Microsoft's Windows Phone platform is dead - Business Insider,
2017-10-01,"With the death of Windows Mobile, it's time for Microsoft to go ...",
2017-10-01,Microsoft Office 365 now has 120 million business users,
2017-10-01,"Microsoft Surface Pro 2: Price, details, availability",
2017-10-01,"Microsoft will soon shutter its music store and streaming service, move users to Spotify",
2017-10-01,Cloud computing drives massive growth for big U.S. tech firms,
2017-10-01,Microsoft acquires social virtual reality app AltspaceVR,
2017-10-01,Microsoft Just Bought a Virtual Reality Company to Challenge Facebook,
2017-10-01,Microsoft acquires VR social network AltspaceVR,
2017-10-01,Microsoft Edge Preview lands on iOS and Android - GSMArena.com news,
2017-10-01,Chevron Signs Seven Year Deal With Microsoft In One Of Cloud's Biggest Wins Yet,
2017-10-01,"Microsoft may have price increases in store for Windows 10 Pro Workstation, Win 10 downgrade customers",
2017-10-01,Microsoft axes Outlook.com premium features,
2017-10-01,Microsoft?™s new Android launcher lets you connect your phone and PC,
2017-10-01,Microsoft Launcher offers 'Continue on PC' option for Android phones,
2017-10-01,Microsoft is bringing its Edge browser to Android and iOS,
2017-10-01,Microsoft Data Centers in Ireland to Use Energy from GE Wind ...,
2017-10-01,Microsoft to buy all the power from new Irish wind farm,
2017-10-01,Microsoft just purchased all of GE?™s newest Irish wind farm capacity for the next 15 years,
2017-10-01,Microsoft has already fixed the Wi-Fi attack vulnerability,
2017-10-01,Microsoft is developing a foldable tablet running Windows 10 on ARM - GSMArena.com news,
2017-10-01,Microsoft?™s Windows Mixed Reality: everything you need to know,
2017-10-01,"Microsoft Surface Pro with LTE Advanced price, details ...",
2017-10-01,"Microsoft is working on AI chips across its different devices, top exec says",
2017-10-01,Microsoft HoloLens is now certified protective eyewear,
2017-10-01,"Microsoft expands HoloLens headsets to 29 new markets, now up to 39",
2017-10-01,Microsoft to Help Expand Rural Broadband in 6 US States,
2017-10-01,Exclusive: Microsoft responded quietly after detecting secret database hack in 2013,
2017-10-01,"Microsoft, Feds in Email Privacy Showdown at Supreme Court",
2017-10-01,How Microsoft embraced 'messy' creativity with Windows Ink,
2017-10-01,Microsoft: We'll have two-thirds of Office users in the cloud by fiscal 2019,
2017-10-01,Microsoft Launcher delivers a beautiful Android experience,
2017-10-01,Microsoft and Amazon struck a brilliant partnership to take on ...,
2017-10-01,Microsoft Says Azure Outage Caused by Accidental Fire ...,
2017-10-01,Kinect is officially dead. Really. Officially. It?™s dead.,
2017-10-01,Microsoft Is Ending Kinect Production,
2017-10-01,Microsoft hits back at Google?™s approach to security patches,
2017-10-01,Microsoft quietly added an anti-cheat game feature to Windows 10,
2017-10-01,Fire suppression accident causes Microsoft Azure outage,
2017-10-01,Is Microsoft's Windows Signature Edition Worth It?,
2017-10-01,Microsoft to Sell Supercomputer Muscle as a Cloud Service,
2017-11-01,Microsoft?™s Black Friday deals include the cheapest Xbox One S yet,
2017-11-01,Microsoft rolls out digital game gifting on Xbox One,
2017-11-01,Microsoft expands Xbox digital game gifting to all users,
2017-11-01,Xbox chief Phil Spencer said Microsoft is looking at game streaming - Business Insider,
2017-11-01,Microsoft teases Xbox game streaming within three years,
2017-11-01,Microsoft will create game studios to ensure more Xbox One exclusives,
2017-11-01,Microsoft Patches 17-Year-Old Office Bug,
2017-11-01,Microsoft confirms Surface Book 2?™s power problem,
2017-11-01,Microsoft and SAP both commit to running SAP HANA on Azure internally,
2017-11-01,"Microsoft Surface Book 2 review: beauty and brawn, but with limits",
2017-11-01,Microsoft's latest Windows 10 experiment: Running apps in tabs,
2017-11-01,Hitting Refresh at Microsoft,
2017-11-01,Microsoft is bringing clever tabs to every Windows 10 app,
2017-11-01,Microsoft expansion is a welcome boost to Puget Sound region,
2017-11-01,Microsoft unveils plans for a new modern headquarters,
2017-11-01,Microsoft is doubling down on the suburban office park no one wants (MSFT),
2017-11-01,Microsoft Office now available on all Chromebooks,
2017-11-01,"Microsoft is working on AI chips across its different devices, top exec says",
2017-11-01,Windows 10?™s version of AirDrop lets you quickly share files between PCs,
2017-11-01,"Microsoft Only Sold 1,639 Xbox One X at Japan Launch",
2017-11-01,Microsoft Office 365 users to get LinkedIn-powered Resume Assistant,
2017-11-01,LinkedIn brings resume help to Microsoft Word,
2017-11-01,Microsoft has teamed up with LinkedIn to help fix your resume,
2017-11-01,India's Ola ties up with Microsoft for connected car platform,
2017-11-01,Microsoft Surface is the Only Apple Competitor in the PC Market,
2017-11-01,Microsoft makes Databricks a first-party service on Azure,
2017-11-01,Bill Gates plans to build a smart city in the Arizona desert,
2017-11-01,TomTom's APIs to Power Microsoft Azure's Newly Launched ...,
2017-11-01,Microsoft Edge browser now available for all Android and iOS users,
2017-11-01,Microsoft CEO Satya Nadella's leadership mantra is all about empathy,
2017-11-01,Microsoft unveils big Xbox One game discounts for Black Friday,
2017-11-01,Microsoft employee downloads Google Chrome during presentation: VIDEO - Business Insider,
2017-11-01,Microsoft Designing Open Source Data Center Security Chip,
2017-11-01,Microsoft acqui-hires cinemagraphic photo app Swng,
2017-11-01,Microsoft adds more business apps to Office 365 Business Premium subscriptions,
2017-11-01,Microsoft's Xbox One X gets positive marks from reviewers - Business Insider,
2017-11-01,Sony Sent Out 1 Tweet as Microsoft Launched the Xbox One X ...,
2017-11-01,Understanding Microsoft 365,
2017-11-01,Survey Finds Organizations Still Using Older Microsoft Office ...,
2017-11-01,Microsoft Provides Guidance on Mitigating DDE Attacks,
2017-11-01,"Microsoft says demand for Xbox One X is 'exactly where we anticipated, even more'",
2017-11-01,Microsoft joins the MariaDB Foundation and launches Azure Database for MariaDB,
2017-11-01,Microsoft will remove option to sign in to Skype using ...,
2017-11-01,"Microsoft adds 4 new board members, as Nadella continues to shape company's leadership",
2017-11-01,How Microsoft is Extending Its Cloud to Chevron's Oil Fields,
2017-11-01,"The education system is my biggest disappointment about India, says Bill Gates",
2017-11-01,Microsoft's version of AirDrop is available to Windows Insiders,
2017-11-01,Microsoft Office Mobile Apps: Free or With a Fee,
2017-11-01,Moleskine's smart notebook will work with Microsoft Office,
2017-11-01,Microsoft and IOTA launch first cryptocurrency market for the Internet of Things,
2017-12-01,Microsoft launches ARM-powered Windows 10 PCs with ?˜all-day??battery life,
2017-12-01,Microsoft shows off Windows PCs that run on Qualcomm chips,
2017-12-01,Microsoft debuts Windows 10 on ARM,
2017-12-01,Microsoft Moves to End Secrecy in Sexual Harassment Claims,
2017-12-01,Microsoft Won't Make Women Settle Sexual Harassment Cases Privately Anymore. Here's Why That Matters,
2017-12-01,Microsoft Will No Longer Require Employees to Settle Sexual ...,
2017-12-01,Microsoft patent hints at dual-screen foldable tablet,
2017-12-01,"Google throws a bone at the Microsoft Store, offers download ...",
2017-12-01,Google slips Chrome stub into Microsoft's app store,
2017-12-01,Microsoft renews its Surface NFL deal for another year,
2017-12-01,"Microsoft heats up competition, gets its Azure Stack to India",
2017-12-01,Microsoft makes Azure Bot Service generally available for developers,
2017-12-01,The Cloud Competition Intensifies - Rapid Growth Ahead for ...,
2017-12-01,Could Microsoft Be the First $1 Trillion Company?,
2017-12-01,"Thanks, Microsoft, but I?™m still saying no to Windows 10",
2017-12-01,Microsoft Store kicks off Countdown to 2018 sale - MSPoweruser,
2017-12-01,Microsoft now lets you draw on videos from the Movies and TV app - MSPoweruser,
2017-12-01,Microsoft starts testing Windows 10?™s Timeline and app tabs features,
2017-12-01,Microsoft OneDrive for Android updated with new looks,
2017-12-01,The Surface Pro with LTE is now available on the Microsoft Store for anyone to buy,
2017-12-01,"Microsoft levels up Word, Excel, and Outlook with more AI capabilities",
2017-12-01,Microsoft (MSFT) is revamping Bing and Cortana with AI features,
2017-12-01,Microsoft Updates Bing Search to Highlight Reputable Results,
2017-12-01,Windows 10?™s face authentication defeated with a picture,
2017-12-01,Windows 10 face recognition tricked with just a grainy photo,
2017-12-01,Microsoft begins warning Windows 10 Insiders that Paint will ...,
2017-12-01,Quantum computing development kit previewed by Microsoft,
2017-12-01,Microsoft's Edge browser is in serious trouble,
2017-12-01,Microsoft has begun testing Andromeda app support in the Microsoft Store,
2017-12-01,Microsoft Azure is first global cloud provider to deploy AMD EPYC processors,
2017-12-01,Microsoft First to Bring AMD's EPYC Processors to Its Cloud ...,
2017-12-01,Microsoft's new Kubernetes tool makes it easier to manage serverless containers on Azure,
2017-12-01,Microsoft's Silicon Valley campus is getting a major upgrade ??see what it will be like - Business Insider,
2017-12-01,Microsoft Accused of Copying Xbox One PUBG Ad Concept,
2017-12-01,Project Andromeda app listing spotted in the Microsoft Store,
2017-12-01,Microsoft is adding native OpenSSH to Windows 10,
2017-12-01,What Microsoft learned from our #MeToo moment,
2017-12-01,Microsoft files lawsuit against IP address that activated pirated ...,
2017-12-01,Microsoft Xbox One S review: The 'one' to watch out for,
2017-12-01,Microsoft's Seeing AI app for the blind now reads handwriting,
2017-12-01,Microsoft Store discounts Mixed Reality Headsets by up to $200 - GSMArena.com news,
2017-12-01,Microsoft is bundling PUBG with the Xbox One X,
2017-12-01,Microsoft Surface Book 2 review: a powerful yet pricey laptop-tablet combo,
2017-12-01,Microsoft gifts boy who gave up his Xbox One to help the homeless a new one - MSPoweruser,
2017-12-01,Microsoft brings back Photosynth for iOS through Pix camera app - MSPoweruser,
2017-12-01,Amazon and Microsoft employees caught up in sex trafficking sting,
2017-12-01,Microsoft?™s collaborative Whiteboard app is now available for Windows 10 users,
2017-12-01,IIT Delhi placements: Microsoft offers highest pay package of ??.4 crore,
2017-12-01,How Microsoft could reach $1 trillion market cap by 2020,
2018-01-01,Microsoft issues emergency Windows update for processor security bugs,
2018-01-01,"Amazon, Microsoft, and Google respond to Intel chip vulnerability",
2018-01-01,Microsoft releases emergency patches to address Meltdown ...,
2018-01-01,Microsoft reveals how Spectre updates can slow your PC down,
2018-01-01,Microsoft January Patch Tuesday Update Fixes 16 Critical Bugs,
2018-01-01,Microsoft says Meltdown and Spectre fixes will slow some PCs down significantly,
2018-01-01,Microsoft?™s Azure revenue nearly doubled year-over-year in its second quarter,
2018-01-01,Microsoft is finally selling a Surface Laptop with Windows 10 Pro,
2018-01-01,Microsoft Resumes Bitcoin Payments After Halt Over 'Instability' - CoinDesk,
2018-01-01,Xbox is in trouble ??and Microsoft is considering a major acquisition to fix it - Business Insider,
2018-01-01,ALL Microsoft Studios games will launch (and stay) on Xbox Game Pass moving forward [Update],
2018-01-01,"Microsoft?™s Xbox game subscription will include the next Halo, Gears of War, and Forza on launch day",
2018-01-01,"Microsoft ?˜Xbox One X??4K gaming console launched in India for Rs. 44,990",
2018-01-01,"Microsoft?™s Slack competitor, Teams, gets its biggest update with new app integrations and app store",
2018-01-01,"Microsoft adds new app integrations, app store to Teams",
2018-01-01,"Microsoft Teams Users Getting Store Apps, Shortcuts and ...",
2018-01-01,"Google's G Suite is no Microsoft killer, but still winning converts",
2018-01-01,Microsoft had to restrict sales in Russia because of US sanctions - Business Insider,
2018-01-01,Microsoft unveils $200 Windows 10 laptops for schools - GSMArena.com news,
2018-01-01,Adaptive Biotechnologies Announces Partnership with ...,
2018-01-01,Microsoft to tighten the Office support screws,
2018-01-01,Microsoft Office 2019 will only work on Windows 10,
2018-01-01,Microsoft to delete software that scares users into buying upgrades,
2018-01-01,Microsoft acquires gaming startup PlayFab to beef up Azure cloud service - Business Insider,
2018-01-01,Microsoft buys gaming services startup PlayFab to bolster its Azure platform,
2018-01-01,Microsoft's Buy of PlayFab Will Let Developers Build Games on Azure,
2018-01-01,Welcome to CES 2018 also known as Microsoft Cortana's funeral,
2018-01-01,How Microsoft's Windows 10 Privacy Update Could Impact You,
2018-01-01,Microsoft and Alibaba AI beats humans at reading tests,
2018-01-01,Microsoft buys Avere to boost its hybrid cloud strategy; start-up counted Google among investors,
2018-01-01,Microsoft issues emergency Windows update to disable Intel?™s buggy Spectre fixes,
2018-01-01,Microsoft security update trumps Intel's Meltdown and Spectre fix,
2018-01-01,Microsoft disables Spectre patch after bugs reported,
2018-01-01,Microsoft to open 4 data centres in France,
2018-01-01,Bing Ads has a conversion tracking fix for Apple?™s Intelligent Tracking Prevention,
2018-01-01,Surface Pro 4 owners are putting their tablets in freezers to fix screen flickering issues,
2018-01-01,What is Microsoft's 'Polaris' project?,
2018-01-01,Microsoft Surface Book 2 available in 17 new countries,
2018-01-01,Microsoft has discontinued the Kinect Adapter for newer Xbox One consoles,
2018-01-01,MSFT: Microsoft Corporation (MSFT) Relationship With Intel ...,
2018-01-01,Microsoft releases updates to protect Surface devices against Meltdown and Spectre,
2018-01-01,Microsoft pushing out emergency fix for newly disclosed processor exploit,
2018-01-01,Windows Meltdown-Spectre fix: How to check if your AV is blocking Microsoft patch,
2018-01-01,Microsoft?™s smaller Xbox Wireless Adapter is finally available to buy,
2018-01-01,"Microsoft adds support for iOS Files app, drag and drop to OneDrive",
2018-01-01,Microsoft reportedly reviving Fable with a story-focused RPG,
2018-01-01,Microsoft aligns its different Office code bases as of the latest Mac Office release,
2018-01-01,What is Microsoft 365 Enterprise and why do I need it?,
2018-01-01,The Xbox One has a serious exclusive games problem,
2018-01-01,Microsoft's president says liberal arts majors are necessary for the future of tech - Business Insider,
2018-02-01,New Word order: Ghanaian teacher uses blackboard to explain software,
2018-02-01,Microsoft and Amazon face challengers on edge of cloud,
2018-02-01,Microsoft cloud revenues push revenues even higher,
2018-02-01,Microsoft slides after earnings fail to impress Wall Street (MSFT),
2018-02-01,Supreme Court seems set to rule against Microsoft in email privacy case,
2018-02-01,Running Windows 10? Here's how Microsoft plans to milk more profits out of its cash cow,
2018-02-01,Microsoft announces new Ultimate Performance Power plan for high-end PCs - MSPoweruser,
2018-02-01,Microsoft ditches Windows 10 S in favor of new ?˜S Mode??,
2018-02-01,Supreme Court Skeptical of Microsoft's Ireland E-Mail Privacy ...,
2018-02-01,Microsoft to power Singapore datacentre services with rooftop solar,
2018-02-01,Microsoft and Sunseap sign agreement on largest-ever solar ...,
2018-02-01,Microsoft signs its first renewable energy deal in Asia with Singaporean solar firm Sunseap,
2018-02-01,Bill Gates warns Silicon Valley not to be the new Microsoft,
2018-02-01,How to delete Windows 10 diagnostic data collected by Microsoft,
2018-02-01,"Windows 10: This Microsoft mobile app wirelessly transfers pics from Android, iOS",
2018-02-01,Apple may no longer be using Microsoft's Azure,
2018-02-01,"Microsoft drops Surface Book 2 price to $1,199 with less storage",
2018-02-01,Microsoft to tighten the Office support screws,
2018-02-01,Microsoft ups security protection for older versions of Windows,
2018-02-01,Google focuses on enterprises to battle Microsoft in productivity apps - Business Insider,
2018-02-01,Beyond.pl brings Microsoft Azure to Eastern Europe,
2018-02-01,"Windows Phone 7.5, 8.0: Microsoft just killed push notification services",
2018-02-01,"Microsoft and Xiaomi to collaborate on AI, cloud computing and hardware",
2018-02-01,Microsoft will buy out existing cloud storage contracts for customers switching to OneDrive for Business,
2018-02-01,Microsoft Soundscape helps the visually impaired navigate cities,
2018-02-01,Microsoft accidentally reveals Windows 10 on ARM limitations,
2018-02-01,A major bug is forcing Microsoft to rebuild Skype for Windows,
2018-02-01,Windows 10: Get ready for more PCs that only run Microsoft Store apps by default,
2018-02-01,Microsoft and UPMC unveil virtual AI assistant that listens in and takes notes on doctor?™s visits,
2018-02-01,Microsoft launches its LinkedIn-powered Resume Assistant to Office 365 subscribers,
2018-02-01,Using Microsoft Apps on a Chromebook,
2018-02-01,Microsoft argues data privacy case is one for Congress to decide,
2018-02-01,Microsoft is now selling the Surface Laptop with an Intel Core m3 processor for $799,
2018-02-01,Microsoft has no plans to block keyboard and mouse support ...,
2018-02-01,Two Nasty Outlook Bugs Fixed in Microsoft's Feb. Patch ...,
2018-02-01,Microsoft?™s smaller Xbox Wireless Adapter is finally available to buy,
2018-02-01,Microsoft hires classroom collaboration startup Chalkup founder to expand Microsoft Teams,
2018-02-01,"Microsoft Surface Pro With Surface Pen Launched in India: Price, Specifications, Features",
2018-02-01,Microsoft?™s Xbox spring update adds 1440p support and new Mixer features,
2018-02-01,IBM Sues Former HR Boss Hired By Microsoft,
2018-02-01,Microsoft: We're developing blockchain ID system starting with our Authenticator app,
2018-02-01,A Ghana teacher shows Microsoft Windows on a blackboard is a viral sensation,
2018-02-01,Amazon got bigger than Microsoft by beating it at its own game,
2018-02-01,Microsoft launches party chat for Xbox app on Android and iOS,
2018-02-01,Microsoft's challenge for 2018: mindshare & market relevance,
2018-02-01,Microsoft Teams To Get Expanded Guest Access for External ...,
2018-02-01,How's Microsoft's marriage with LinkedIn working out?,
2018-02-01,Microsoft's navigation tech for the blind is now an app,
2018-02-01,Cortana explained: How to use Microsoft's virtual assistant for business,
2018-03-01,"Microsoft to ban 'offensive language' from Skype, Xbox, Office and other services",
2018-03-01,Microsoft can ban you for using offensive language,
2018-03-01,Microsoft just banned ?˜offensive language??on Xbox and Skype ??and can take away all your video games for swea,
2018-03-01,Microsoft is ready for a world beyond Windows,
2018-03-01,Microsoft chief breaks up Windows engineering team,
2018-03-01,"Microsoft has now rebuilt the company around the cloud instead of Windows, and employees approve",
2018-03-01,"Microsoft adds new intelligent features to Teams, boosting collaboration and productivity",
2018-03-01,New Word order: Ghanaian teacher uses blackboard to explain software,
2018-03-01,Lawsuit claims sexual harassment rife in Microsoft's 'boys' club atmosphere',
2018-03-01,Report: Microsoft to launch Azure regions in Germany ...,
2018-03-01,Microsoft: Switching out of Windows 10 S Mode will be free for all,
2018-03-01,Microsoft Windows 10 S will be discontinued in favor of 'S Mode',
2018-03-01,"Microsoft admits Windows 10 S was confusing, new ?˜S Mode??upgrades will be free",
2018-03-01,Microsoft and OCP Friends Push Open Hardware Security ...,
2018-03-01,Tech giant Microsoft announces massive purchase of solar power in Virginia,
2018-03-01,Making sense of Microsoft's Common Data Service makeover,
2018-03-01,Microsoft and BlackBerry partner to empower mobile users ...,
2018-03-01,Microsoft Surface Pro LTE review: the true mobile computer is here,
2018-03-01,"Microsoft is adding Microsoft 365 bundle, Azure Stack options for government users",
2018-03-01,"Microsoft has best day since Oct. 2015, lifting overall tech sector",
2018-03-01,Microsoft plans more vision accessibility features in Windows 10,
2018-03-01,Microsoft is adding a bunch of accessibility features to Windows 10,
2018-03-01,Microsoft shrinks Windows 10's upgrade downtime,
2018-03-01,Supreme Court Skeptical of Microsoft's Ireland E-Mail Privacy ...,
2018-03-01,"Why Classrooms Are Apple, Google and Microsoft's Next Big Battleground",
2018-03-01,Microsoft?™s new gaming cloud division readies for a future beyond Xbox,
2018-03-01,Microsoft gambles on a quantum leap in computing,
2018-03-01,"Microsoft offers $250,000 bounty to prevent the next Meltdown and Spectre CPU flaws",
2018-03-01,Microsoft's inclusive Xbox avatars could arrive this spring,
2018-03-01,Microsoft Soundscape helps the visually impaired navigate cities,
2018-03-01,Microsoft?™s new Soundscape iOS app is designed to help the visually impaired navigate cities,
2018-03-01,Microsoft iPhone app creates a sound map for blind people,
2018-03-01,Microsoft Co-Founder Finds the WWII 'Ship That Saved Australia',
2018-03-01,Microsoft co-founder finds lost World War II aircraft carrier near Australia,
2018-03-01,Microsoft Paul Allen finds wreck of WWII US aircraft carrier Lexington - Business Insider,
2018-03-01,Windows 10: Microsoft is looking to force people to use its Edge browser,
2018-03-01,Microsoft?™s future of Windows is clever modes for clever hardware,
2018-03-01,Microsoft is bringing Cortana to Outlook for iOS and Android,
2018-03-01,Microsoft Touts Project Denali for SSDs in Datacenters at ...,
2018-03-01,Foobar2000 is now in the Microsoft Store - MSPoweruser,
2018-03-01,Microsoft signs Singapore's largest-ever solar deal,
2018-03-01,Sunseap supplying 60 MW multi-rooftop project to Microsoft,
2018-03-01,Teacher in Ghana who used blackboard to explain computers gets some Microsoft love,
2018-03-01,"Microsoft?™s first major SwiftKey update includes a new toolbar with GIFs, stickers, and more",
2018-03-01,Microsoft To Add Windows 10 S Mode to All Editions and Drop ...,
2018-03-01,"Microsoft Fixes Bad Patch That Left Windows 7, Server 2008 ...",
2018-03-01,"Microsoft offers Â£80,000 gold bananas to celebrate Sea of Thieves launch",
2018-03-01,Microsoft announces breakthrough in Chinese-to-English machine translation,
2018-04-01,Microsoft Store only sells Android smartphones,
2018-04-01,Microsoft Office 2019 kills off OneNote desktop app in favor of Windows 10 version,
2018-04-01,"Microsoft drops OneNote desktop app from Office, pushes users to Windows 10 version",
2018-04-01,"Microsoft is dropping its Windows Phone apps for Teams, Yammer, Skype for Business in May",
2018-04-01,"No more support for Microsoft Teams, Yammer and Skype for ...",
2018-04-01,"Microsoft to End Windows Phones Support for Teams, Skype for Business, Yammer Apps",
2018-04-01,Microsoft on track for strongest annual growth in over a decade,
2018-04-01,Microsoft Debuts Azure Sphere for IoT Security From Chip to Cloud,
2018-04-01,iTunes is now available in the Microsoft Store for Windows 10,
2018-04-01,Supreme Court dismisses warrant case against Microsoft after CLOUD Act renders it moot,
2018-04-01,"In A Slack World, Microsoft Bets On Teams And Yammer",
2018-04-01,Microsoft's $5B IoT Plan Will Arm Partners With New Products ...,
2018-04-01,Microsoft outlines approach to intellectual property,
2018-04-01,Microsoft partners with Discord to link Xbox Live profiles,
2018-04-01,Microsoft brings its antivirus protection to Google?™s Chrome browser,
2018-04-01,Microsoft is getting closer to the wireless carrier business,
2018-04-01,Microsoft is adding ransomware protection to its OneDrive cloud storage so you can restore files easily,
2018-04-01,Electric Imp and Microsoft Partner to Accelerate Secure IoT ...,
2018-04-01,Microsoft Azure Sphere is powered by Linux,
2018-04-01,Microsoft Office 2019 client app preview now available to business users,
2018-04-01,Microsoft is set to pour $5 billion into the IoT,
2018-04-01,What Microsoft Azure Stack Is and Isn't,
2018-04-01,Got Microsoft Teams: Now What?,
2018-04-01,Microsoft Is Officially Not the Windows Company Anymore,
2018-04-01,Microsoft follows Google and ditches its pistol emoji for Windows,
2018-04-01,How Microsoft helped imprison a man for ?˜counterfeiting??software it gives away for free,
2018-04-01,Microsoft Outlook update: The 7 features business professionals need to know,
2018-04-01,"Facebook, Microsoft and others sign anti-cyberattack pledge",
2018-04-01,Microsoft's latest Windows 10 'Redstone 5' build adds more features to Sets,
2018-04-01,Microsoft More Personal Computing segment posts big growth,
2018-04-01,Microsoft open-sources original File Manager from the ??0s so it can run on Windows 10,
2018-04-01,Microsoft holds on releasing Windows 10 Version 1803 to the public,
2018-04-01,Microsoft Dusts Off '90s-Era File Manager for Windows 10,
2018-04-01,Microsoft releases another Windows 10 'Redstone 4' test build with 'reliability' fixes,
2018-04-01,Microsoft delays major Windows 10 update over Blue Screen of Death issues,
2018-04-01,Microsoft has delayed Windows 10 Redstone 4 update because of the Blue Screen of Death,
2018-04-01,"Microsoft is bringing 19 more original Xbox games to the Xbox One, including Star Wars classics",
2018-04-01,Windows security: Microsoft patch for Outlook password leak bug 'not a full fix',
2018-04-01,Xbox made $2.25 billion for Microsoft last quarter,
2018-04-01,Why Microsoft gave Windows 10 (version 1803) a different name,
2018-04-01,Windows 10: Microsoft to boost Linux app security with Windows Defender firewall,
2018-04-01,"10 Amazing Moments in Microsoft's History, From Its Founding to Desktop Dominance to Today",
2018-04-01,Microsoft: Maersk's Digital Transformation,
2018-04-01,Leak reveals Microsoft's new Xbox Avatar system,
2018-04-01,"Apple, Amazon, Facebook, Alphabet, and Microsoft Are ...",
2018-04-01,Is Microsoft Stock a Buy?,
2018-04-01,You can now translate offline using the Microsoft Translator app,
2018-04-01,Xbox One Is A Lost Generation Of Exclusive IP For Microsoft,
2018-04-01,Microsoft responds to e-waste recycler?™s jail sentence: ?˜he was counterfeiting Windows software??,
2018-05-01,Microsoft Store taking 5% cut of all apps,
2018-05-01,Microsoft's Project Brainwave brings fast-chip smarts to AI at Build conference,
2018-05-01,Microsoft is luring A.I. developers to its cloud by offering them faster chips,
2018-05-01,Microsoft to launch disability-friendly Xbox controller,
2018-05-01,Microsoft is launching an adjustable Xbox controller for disabled gamers,
2018-05-01,Microsoft reveals Xbox Adaptive Controller for players with disabilities,
2018-05-01,Microsoft: Here's our 4 step plan for getting rid of passwords forever,
2018-05-01,Microsoft is reportedly planning a new $400 tablet to compete with the iPad - Business Insider,
2018-05-01,Microsoft's Windows 10 'Redstone 5' build introduces cloud clipboard,
2018-05-01,Microsoft Surface Hub 2 targets the office of the future,
